,f_res
1717,20.99836208945831
14654,25.05046903033953
3878,46.24916895469582
1812,73.71205802987731
12595,51.828196505377264
2959,15.158508320082158
8936,18.79163044256671
5816,26.977468432008216
6901,54.93346487342665
5369,79.17418304599045
966,15.177940723629145
4700,35.864881346520576
5276,54.33137955178389
14391,49.50377385614152
17914,43.14265141365329
3799,33.56858818896023
9681,46.20926799896315
18550,39.20574270435391
140,68.69168585178268
4816,56.018914644966124
15122,21.95833136055652
13904,23.947706397273205
9023,32.11762603758254
1392,53.80310394391759
19060,68.0674368990048
5412,18.155432194249745
5474,32.9917116727823
11455,26.754916202447728
15654,42.329309089565825
14256,55.632694829569424
1314,21.23647964352849
7877,32.83656245711478
11632,35.09345393374667
18186,53.52972889899593
9701,52.88145344069128
6074,23.0349986118949
831,43.81076550814879
9426,31.15639481326426
13961,31.561561019696097
13102,50.48355998738599
249,13.953282486210906
5018,18.986566602205887
5430,34.375034074310385
1275,32.851666274482945
18599,38.03242621763697
3594,28.775686297463
5216,29.455941417819258
11004,28.81954493048077
10772,50.155027704109585
13743,41.12130739653106
1030,25.716023413428445
8982,18.315883522232827
13480,24.563278337591665
11390,28.522955106370027
9867,46.77522538695031
11485,22.94074420588835
7211,25.389312527321415
5683,30.723748986085667
7629,32.170519563724795
9262,51.088541337564145
9809,21.080884571573367
9450,29.322937864409152
7002,33.66696108947168
577,31.23942653827051
9469,55.2337072809711
8978,25.953846865541916
6544,40.321049614314354
12757,34.44934449303789
2449,32.687113848732494
11215,36.079832011804044
4945,15.531148492304101
7904,22.24496618495969
7656,31.714707816563593
4278,46.38267505222181
7699,53.30717892554435
9831,18.46510808227236
11397,20.97358214063587
15329,27.831977813299577
6330,41.84902647613203
11942,51.246038334684954
1462,20.415163189404094
9410,22.64449606063248
11856,26.99170817121436
8507,45.14766574253867
13495,35.637424303672674
7611,19.895976952389145
1459,28.83614212338398
10516,29.77470444857514
9438,41.42998898141297
17398,31.232009925715637
3342,19.5249327038533
7400,20.291483855548858
9615,26.28010299751506
11655,31.566449182636937
8491,48.70858465404224
7157,12.019950404223804
9178,37.01189873621725
11404,24.254879529694637
11227,28.93929677514642
7718,38.38154068038436
