,f_res
1717,20.99836208945831
14654,25.05046903033953
3878,46.24916895469582
1812,73.71205802987731
12595,51.828196505377264
2959,15.158508320082158
8936,18.79163044256671
5816,26.977468432008216
6901,54.93346487342665
5369,79.17418304599045
966,15.177940723629145
4700,35.864881346520576
5276,54.33137955178389
14391,49.50377385614152
17914,43.14265141365329
3799,33.56858818896023
9681,46.20926799896315
18550,39.20574270435391
140,68.69168585178268
4816,56.018914644966124
15122,21.95833136055652
13904,23.947706397273205
9023,32.11762603758254
1392,53.80310394391759
19060,68.0674368990048
5412,18.155432194249745
5474,32.9917116727823
11455,26.754916202447728
15654,42.329309089565825
14256,55.632694829569424
1314,21.23647964352849
7877,32.83656245711478
11632,35.09345393374667
18186,53.52972889899593
9701,52.88145344069128
6074,23.0349986118949
831,43.81076550814879
9426,31.15639481326426
13961,31.561561019696097
13102,50.48355998738599
249,13.953282486210906
5018,18.986566602205887
5430,34.375034074310385
1275,32.851666274482945
18599,38.03242621763697
3594,28.775686297463
5216,29.455941417819258
11004,28.81954493048077
10772,50.155027704109585
13743,41.12130739653106
1030,25.716023413428445
8982,18.315883522232827
13480,24.563278337591665
11390,28.522955106370027
9867,46.77522538695031
