,f_res
1696,20.99836208945831
1761,37.772959222703214
14170,38.1678480661407
3978,61.12266758740165
14530,28.787415913902382
4985,14.851107908839662
5118,68.16435072675452
6573,43.2488161803303
4813,51.79688526349823
6997,94.8451829456826
155,16.134783816649048
10389,47.21646218216693
19546,47.00357431089682
5401,14.016914466814729
4482,23.070189919461
1043,26.154620493710095
15484,32.15316497640629
13123,44.400717415375176
5664,26.086552352888646
4299,31.73032352119972
11080,44.627849847376694
16977,42.91162553434675
16214,46.04027182815062
957,11.148492736240177
9456,23.635611547197165
15764,28.303226161870665
16910,58.53508880150435
5236,29.49588971517896
10553,36.2697319537931
15548,24.352309952035352
5736,34.73701830900286
12002,38.80363135068676
11480,14.602498443074733
12442,20.25360745768516
2631,32.07646512881368
4053,45.8735966542847
18834,36.9786368867215
9392,13.993766643045037
5894,35.32354254601314
6842,56.014100207001455
16685,42.992503265104254
15069,52.17252105275343
