d,h/d,b,E,ll,sdl,max_uz
140.0,2.0,3500.0,39600.0,-5.0,-0.5,1.0236371320744917
230.0,2.25,3000.0,32800.0,-3.5,-0.5,0.25698295153073825
250.0,2.25,1000.0,42200.0,-5.0,-0.5,0.002187352904694049
150.0,1.0,4500.0,39600.0,-3.0,0.0,0.18872899230909249
100.0,2.25,1000.0,30100.0,-2.0,-1.25,0.023008443596444245
100.0,1.0,4500.0,37400.0,-3.5,-0.5,0.6744286049107715
200.0,2.25,2500.0,42200.0,-2.0,-0.5,0.1434350628330991
180.0,1.5,1000.0,26700.0,-2.5,-0.5,0.0014471598448151928
130.0,2.25,4500.0,26700.0,-2.0,-1.0,6.203299358900792
190.0,1.0,3000.0,39600.0,-2.0,0.0,0.02240517438813919
240.0,2.25,3500.0,32800.0,-2.0,-1.5,0.4673366821566053
120.0,2.25,3000.0,26700.0,-2.5,-0.25,1.19690960653512
200.0,1.0,2500.0,24000.0,-2.0,-1.5,0.016563190960183626
140.0,1.0,5000.0,30100.0,-1.5,-1.25,0.41450421709350344
190.0,1.75,2000.0,34800.0,-3.5,-1.5,0.026935600288872017
120.0,1.25,3000.0,24000.0,-2.5,0.0,0.16048425534406613
160.0,1.5,2000.0,32800.0,-2.5,-1.5,0.022628668775154775
200.0,1.25,2000.0,39600.0,-2.0,-0.25,0.007126255593356402
170.0,1.25,3000.0,26700.0,-4.0,0.0,0.07782729262219804
150.0,2.0,5000.0,26700.0,-3.0,-1.0,3.8566657330032887
130.0,2.25,4500.0,34800.0,-5.0,-0.25,6.1600030373862396
110.0,1.0,3500.0,30100.0,-1.5,0.0,0.15327749073760977
120.0,1.5,2000.0,37400.0,-4.0,-1.25,0.05226788747263037
170.0,1.0,4500.0,34800.0,-3.0,-1.5,0.16392268785092953
240.0,1.75,1500.0,30100.0,-2.5,-1.0,0.006550513063419094
110.0,2.0,5000.0,24000.0,-3.5,-1.0,10.879470059198088
180.0,1.25,4000.0,42200.0,-2.5,-0.25,0.13576542380292947
180.0,1.5,2500.0,39600.0,-4.0,-1.0,0.038483677172147485
160.0,1.5,3500.0,42200.0,-4.0,-1.25,0.1832262537510821
120.0,1.75,2000.0,32800.0,-4.0,-1.25,0.10312321363373722
250.0,1.75,3500.0,34800.0,-5.0,-1.5,0.15545907323147815
250.0,1.0,2500.0,32800.0,-3.5,-0.5,0.00775642113263463
210.0,2.25,1500.0,37400.0,-5.0,-1.25,0.017961833504461823
210.0,2.0,2000.0,42200.0,-2.5,0.0,0.03031348104537697
200.0,2.25,3000.0,30100.0,-3.0,-1.0,0.43405896214330864
150.0,1.0,5000.0,30100.0,-3.0,-1.5,0.3791331905438664
100.0,1.25,4000.0,24000.0,-5.0,-0.5,1.5187855798329428
180.0,1.75,3500.0,32800.0,-2.0,-0.25,0.3322520477498631
240.0,1.75,1500.0,39600.0,-3.0,-1.5,0.004979051596181025
230.0,1.25,4500.0,24000.0,-2.5,-0.25,0.20929716393798287
150.0,1.0,4000.0,37400.0,-5.0,-1.5,0.166515493276281
170.0,2.25,2000.0,26700.0,-3.5,0.0,0.12064311356781637
140.0,2.25,2000.0,34800.0,-2.0,-1.25,0.13258280363193709
240.0,1.5,2500.0,30100.0,-5.0,-1.5,0.02914568722545204
210.0,2.0,3500.0,39600.0,-3.5,-1.0,0.3032998909922384
220.0,1.5,1500.0,37400.0,-1.5,-1.25,0.0031186893872084606
140.0,1.25,1500.0,24000.0,-3.5,-1.0,0.007679118206088014
150.0,1.0,3500.0,34800.0,-2.5,-1.25,0.07842619973080654
120.0,1.5,2500.0,34800.0,-1.5,0.0,0.09428567678670904
230.0,1.5,3500.0,34800.0,-2.5,-0.5,0.09640978411853136
240.0,1.25,2000.0,26700.0,-4.0,0.0,0.007135893683563764
160.0,1.0,4000.0,37400.0,-1.5,-1.5,0.10290340389303076
250.0,1.5,3000.0,34800.0,-2.0,-0.5,0.04723100999020376
190.0,2.0,2500.0,37400.0,-2.5,-1.25,0.10341461995896804
200.0,1.75,4000.0,24000.0,-4.0,-1.25,0.5876826927637748
120.0,2.0,5000.0,34800.0,-3.5,0.0,5.779284251599022
100.0,2.0,4500.0,24000.0,-3.5,-1.25,9.500218097105169
230.0,1.75,4500.0,39600.0,-5.0,-0.5,0.41328093616484296
170.0,1.75,1500.0,42200.0,-2.0,-0.25,0.008948509083552169
210.0,2.25,3000.0,39600.0,-5.0,-1.5,0.2581347589941315
170.0,1.25,2000.0,26700.0,-3.5,0.0,0.014341920019925332
160.0,1.5,4000.0,32800.0,-5.0,-1.25,0.48449581954022625
