d,h/d,b,E,ll,sdl,max_uz
190.0,1.75,4000.0,37400.0,-4.0,-1.5,0.40320245132343274
240.0,1.0,2500.0,24000.0,-2.5,-1.0,0.01118270994619408
230.0,1.0,5000.0,37400.0,-3.5,0.0,0.13166262041063584
130.0,2.25,4000.0,37400.0,-4.0,-0.5,3.0912059764825752
250.0,1.25,5000.0,37400.0,-2.0,0.0,0.1984406358520176
240.0,1.25,3000.0,24000.0,-5.0,-1.25,0.042234399965786165
130.0,1.5,4000.0,42200.0,-5.0,-0.25,0.7020714585260313
160.0,1.75,3000.0,24000.0,-3.5,-1.5,0.2999060353569508
140.0,1.5,3500.0,32800.0,-2.5,-0.5,0.2791081681314816
120.0,2.25,2000.0,26700.0,-4.0,0.0,0.3430090376056772
120.0,1.5,3500.0,32800.0,-2.0,-1.25,0.3878117544872842
180.0,1.0,1500.0,37400.0,-3.5,-1.5,0.001697611279779872
190.0,2.25,5000.0,26700.0,-3.0,-1.25,3.6846495962427954
190.0,2.0,2000.0,26700.0,-2.5,-1.0,0.05929874764817209
150.0,1.75,5000.0,30100.0,-2.0,-0.5,2.012284960888705
170.0,1.75,3500.0,37400.0,-1.5,-0.25,0.31735477466630857
250.0,1.75,2000.0,42200.0,-5.0,-1.25,0.013296361141462404
160.0,1.75,1000.0,42200.0,-4.0,-0.25,0.0022043295054478998
240.0,1.25,4000.0,24000.0,-3.5,-1.5,0.12817683086694404
180.0,1.75,4000.0,37400.0,-5.0,-1.25,0.517314929652092
220.0,1.0,1000.0,30100.0,-4.0,-1.0,0.00026686630991685936
140.0,2.0,1500.0,26700.0,-5.0,-1.25,0.05109400691513787
240.0,2.0,4500.0,39600.0,-2.0,-1.5,0.6478902325175747
110.0,1.0,3000.0,24000.0,-5.0,-0.5,0.2078277716254177
210.0,1.0,2500.0,37400.0,-2.5,-0.25,0.009181544665090665
170.0,1.5,3500.0,37400.0,-2.5,0.0,0.1708921618399959
210.0,2.0,3500.0,26700.0,-3.0,-1.25,0.44983804079115297
130.0,1.0,1500.0,34800.0,-2.5,-1.25,0.003522211013396121
170.0,2.0,4000.0,32800.0,-3.5,0.0,0.9813853136391888
230.0,1.25,2000.0,37400.0,-5.0,-0.5,0.005788129606515241
140.0,1.25,4000.0,26700.0,-3.5,0.0,0.37314154189127674
130.0,2.25,4000.0,26700.0,-2.0,0.0,3.464003103088509
190.0,1.5,2000.0,34800.0,-4.0,-0.5,0.015566928337411749
160.0,1.5,3000.0,32800.0,-5.0,0.0,0.1529264819966849
210.0,2.25,3500.0,30100.0,-2.5,-1.5,0.6515777870136281
200.0,1.75,3500.0,39600.0,-4.0,-0.5,0.21717168172881
170.0,2.25,4500.0,24000.0,-5.0,-1.0,3.9942222019841056
230.0,1.5,2000.0,26700.0,-3.0,-1.0,0.014557391237130905
110.0,1.25,1000.0,34800.0,-2.5,0.0,0.00166712366876244
180.0,1.0,5000.0,30100.0,-2.5,0.0,0.2681626219226906
110.0,2.25,2500.0,32800.0,-2.0,0.0,0.49858631511381046
180.0,1.5,1500.0,30100.0,-2.5,-1.0,0.005880986984062832
240.0,2.25,3500.0,30100.0,-3.5,-1.5,0.5092572480864728
210.0,1.25,1500.0,34800.0,-4.0,0.0,0.0023537527068449287
100.0,2.0,2500.0,39600.0,-2.5,-1.0,0.3654077251493269
180.0,1.0,2000.0,39600.0,-1.5,-1.25,0.00517756057761221
100.0,2.0,5000.0,34800.0,-2.0,-1.0,6.6577354720889055
160.0,2.0,1000.0,34800.0,-4.0,-1.5,0.004305150300535145
200.0,1.0,5000.0,26700.0,-1.5,-1.5,0.24041943194654472
100.0,2.25,1000.0,30100.0,-2.0,-0.25,0.023008443596444245
190.0,1.5,2000.0,24000.0,-3.5,-1.5,0.02257204608900133
120.0,1.25,1500.0,42200.0,-3.0,-1.0,0.006068181547126576
200.0,2.0,2000.0,39600.0,-2.0,-1.25,0.03739564029198336
240.0,2.25,3000.0,37400.0,-2.5,-1.25,0.2136195621588217
100.0,1.0,1500.0,39600.0,-3.0,-0.25,0.005950281863922592
240.0,1.0,2500.0,32800.0,-3.0,-0.5,0.008182470692271276
190.0,2.25,2500.0,39600.0,-3.0,-0.25,0.16492338718423355
220.0,1.75,3000.0,42200.0,-1.5,-1.25,0.09167230887066109
160.0,1.25,4000.0,37400.0,-2.5,0.0,0.17845857467165804
170.0,1.25,2500.0,32800.0,-3.0,-0.25,0.029065659517956456
150.0,1.75,3000.0,32800.0,-3.5,-1.0,0.266323061404056
110.0,2.25,5000.0,37400.0,-5.0,-1.0,14.787922316255296
240.0,1.25,5000.0,42200.0,-2.5,-0.5,0.1771507648740661
150.0,1.0,4500.0,24000.0,-3.0,-0.25,0.3114028373057281
110.0,1.0,1500.0,34800.0,-3.5,-0.25,0.00654063470773718
150.0,1.25,4000.0,26700.0,-4.0,0.0,0.3370865484546146
200.0,2.25,2500.0,39600.0,-1.5,-0.5,0.15285251644751113
180.0,1.5,1500.0,32800.0,-2.0,-1.25,0.005396881348159119
120.0,1.75,2000.0,26700.0,-1.5,-0.25,0.08867823914019338
200.0,1.5,4500.0,37400.0,-1.5,-1.5,0.3716830843055832
200.0,1.5,1500.0,42200.0,-3.0,-1.5,0.003363755929403305
150.0,1.75,3500.0,42200.0,-4.0,-1.0,0.4094276559921927
220.0,1.25,3500.0,24000.0,-5.0,-1.25,0.09299114891054489
140.0,2.25,3000.0,42200.0,-2.5,-1.5,0.5450191237420441
130.0,2.0,4000.0,30100.0,-3.5,-1.5,2.152316420996069
200.0,2.0,4500.0,34800.0,-1.5,-1.25,1.0919790933961335
170.0,2.25,2500.0,42200.0,-2.5,-1.5,0.19856457910320668
230.0,1.75,4500.0,32800.0,-2.0,-1.5,0.49896113023236754
130.0,1.5,3000.0,30100.0,-3.5,-0.25,0.23301356285865812
190.0,1.25,1000.0,37400.0,-5.0,-0.25,0.0006020363407822641
190.0,2.25,2500.0,32800.0,-2.5,-1.0,0.19911482111285672
100.0,2.0,4000.0,42200.0,-5.0,-0.5,4.497062851930786
150.0,1.75,2500.0,39600.0,-5.0,-0.5,0.13214975646454072
150.0,1.0,2500.0,42200.0,-3.5,-0.5,0.016746354209447915
110.0,2.0,4000.0,26700.0,-1.5,-0.25,2.6700666108294278
210.0,1.5,1000.0,37400.0,-2.0,-1.0,0.0007097482895230953
110.0,2.0,3000.0,30100.0,-4.0,0.0,1.2486342559014825
180.0,2.0,2500.0,39600.0,-1.5,-1.0,0.1148686835968523
250.0,1.75,4000.0,26700.0,-3.5,-0.25,0.33808262773642567
250.0,2.25,3500.0,39600.0,-1.5,0.0,0.34071409890976023
