d,h/d,b,E,ll,sdl,max_uz
130.0,1.25,1500.0,37400.0,-3.5,-1.0,0.0061546738330441365
170.0,2.0,3500.0,34800.0,-1.5,-1.25,0.542148262411098
170.0,1.75,1000.0,26700.0,-5.0,-0.25,0.003436122727910699
250.0,2.0,3000.0,24000.0,-1.5,-1.0,0.20009663613838574
210.0,1.25,3000.0,39600.0,-3.0,-1.0,0.031111256194314495
200.0,1.75,1000.0,39600.0,-2.0,-1.5,0.0013152238300427827
140.0,1.75,1000.0,24000.0,-3.5,-0.5,0.004774504879681767
150.0,1.25,2500.0,26700.0,-4.0,-0.5,0.05197754356926164
180.0,1.0,1000.0,26700.0,-5.0,-1.0,0.0005070343770585192
100.0,2.25,1000.0,26700.0,-3.5,0.0,0.028079837800846344
210.0,2.25,1500.0,32800.0,-3.5,-1.25,0.020480871129853515
110.0,1.5,2500.0,30100.0,-5.0,-1.25,0.24260925257561486
220.0,1.5,4000.0,30100.0,-4.0,-1.0,0.2200145457148145
230.0,2.25,1500.0,37400.0,-3.0,0.0,0.014811094361161686
220.0,2.0,5000.0,26700.0,-3.0,-1.5,1.7657067482415807
140.0,1.25,1500.0,26700.0,-2.5,-0.25,0.006902578162772899
190.0,1.25,2000.0,24000.0,-4.0,-1.25,0.012571467076759522
110.0,2.0,2000.0,26700.0,-1.5,-0.5,0.16668128275922012
100.0,1.5,1500.0,34800.0,-3.0,-0.25,0.02086667282884807
180.0,2.25,3500.0,30100.0,-2.0,-1.5,0.8624313580317922
200.0,1.5,3000.0,42200.0,-2.0,-1.5,0.06085749213362526
180.0,1.0,4000.0,24000.0,-1.5,-1.25,0.13765205828299273
180.0,1.75,3500.0,37400.0,-3.5,-0.5,0.2913868226242299
240.0,1.75,2000.0,42200.0,-2.5,-0.25,0.01402671199650448
160.0,2.0,4000.0,37400.0,-4.0,0.0,1.0323539223794203
100.0,2.25,5000.0,32800.0,-1.5,-0.5,11.221553366189854
140.0,1.5,2000.0,32800.0,-4.0,-0.25,0.03753119019468665
190.0,1.75,4000.0,39600.0,-2.5,-0.25,0.3808023151005814
160.0,1.75,2000.0,30100.0,-3.5,-1.25,0.04266680138853149
170.0,2.25,4500.0,24000.0,-4.0,-0.5,3.328518501653421
170.0,2.0,4500.0,34800.0,-2.0,-1.0,1.4817546540858773
240.0,1.0,4500.0,30100.0,-1.5,-1.0,0.09429591730085446
220.0,1.0,4500.0,32800.0,-5.0,-1.5,0.1043197507714508
120.0,1.25,2000.0,32800.0,-2.5,-1.0,0.02323516601833298
190.0,1.75,4000.0,26700.0,-2.0,-1.0,0.5647854557988542
190.0,2.25,2000.0,42200.0,-3.0,-1.5,0.060142294619344526
240.0,2.25,2500.0,32800.0,-4.0,-1.5,0.1227964229425042
210.0,1.5,4000.0,34800.0,-2.5,-1.0,0.20196992193898625
170.0,1.25,1500.0,24000.0,-5.0,-1.25,0.006433391112606067
150.0,1.25,4000.0,34800.0,-4.0,-1.5,0.2586267483837224
230.0,1.0,5000.0,39600.0,-1.5,-0.25,0.12434803038662909
180.0,1.5,1500.0,26700.0,-5.0,-0.25,0.00864133682592452
120.0,1.75,4000.0,32800.0,-3.0,-1.25,1.1612971007916921
250.0,2.25,2000.0,24000.0,-2.5,-1.5,0.06330245508554297
210.0,2.25,5000.0,34800.0,-1.5,0.0,2.284124073309355
230.0,2.0,2000.0,42200.0,-4.0,-1.5,0.02691887942607708
180.0,1.25,1500.0,30100.0,-1.5,-1.25,0.003601079453521139
160.0,1.25,5000.0,42200.0,-3.0,-1.0,0.3843538916750561
