d,h/d,b,E,ll,sdl,max_uz
190.0,1.25,3500.0,24000.0,-3.5,0.0,0.12215132604858801
220.0,1.5,4000.0,30100.0,-5.0,-1.5,0.2200145457148145
120.0,1.5,2000.0,30100.0,-2.0,-1.5,0.04546090677846058
230.0,2.0,3500.0,26700.0,-3.0,-1.25,0.3994637223476142
180.0,1.25,5000.0,26700.0,-1.5,-0.25,0.47405899943079666
240.0,1.25,3000.0,34800.0,-4.0,-1.0,0.02912717238930982
160.0,1.5,3500.0,39600.0,-3.5,0.0,0.1925964671647455
250.0,1.0,5000.0,39600.0,-4.0,-0.25,0.10374462759768438
170.0,1.0,1500.0,37400.0,-3.5,-1.5,0.0018319613980875779
240.0,1.75,2000.0,24000.0,-3.0,-0.5,0.02466363526076969
250.0,1.75,4000.0,30100.0,-1.5,-1.25,0.2998938925997443
120.0,1.75,5000.0,42200.0,-3.0,-0.25,2.180364466701618
140.0,1.5,4500.0,34800.0,-3.0,-1.0,0.7201812421789469
190.0,1.25,1000.0,30100.0,-4.0,-1.25,0.0005917332851329449
170.0,1.75,4500.0,24000.0,-5.0,-0.5,1.5588794319045414
190.0,1.0,4000.0,37400.0,-2.5,-1.5,0.07510676590281236
200.0,1.25,1000.0,26700.0,-3.0,-0.25,0.0006245493585229762
230.0,2.25,1500.0,34800.0,-4.0,-1.25,0.015917670376845813
210.0,2.25,3000.0,39600.0,-4.0,-0.5,0.2581347589941315
100.0,2.25,1000.0,42200.0,-3.0,-1.5,0.016411235835329677
230.0,2.0,2500.0,32800.0,-5.0,-1.25,0.08460428198547391
100.0,2.0,1500.0,37400.0,-2.5,-1.25,0.05004535023897862
220.0,2.25,2000.0,39600.0,-2.0,0.0,0.04879110864773587
100.0,1.75,1500.0,39600.0,-5.0,0.0,0.0551407836279397
230.0,2.25,3000.0,34800.0,-4.0,-0.25,0.24221381633797712
180.0,1.5,2000.0,24000.0,-4.0,-0.25,0.02654692457561719
120.0,1.0,2000.0,30100.0,-2.5,-1.25,0.01462961884140722
170.0,1.5,3000.0,26700.0,-2.5,-1.25,0.13052004596244002
130.0,1.5,1000.0,42200.0,-3.0,-1.0,0.0017676654522210604
180.0,2.0,1500.0,32800.0,-4.0,-0.5,0.017938470507566275
190.0,2.25,4500.0,37400.0,-3.5,-1.5,1.6829424346092685
200.0,1.25,3000.0,39600.0,-3.0,-1.0,0.03822840724478957
180.0,2.25,2000.0,34800.0,-5.0,-0.25,0.09357181408522093
110.0,1.5,1500.0,39600.0,-4.0,-1.0,0.02161181924760612
150.0,2.25,1500.0,32800.0,-1.5,-0.25,0.04214963278580953
180.0,1.75,5000.0,32800.0,-2.0,-0.5,1.1873968317487484
200.0,2.0,1000.0,26700.0,-4.0,-0.25,0.003447525662695447
150.0,2.25,4500.0,30100.0,-2.0,-1.25,3.477052254407666
170.0,2.0,3500.0,26700.0,-1.5,-1.5,0.7066202073961361
110.0,1.25,3500.0,24000.0,-3.0,0.0,0.40057725684542395
150.0,1.25,3000.0,24000.0,-2.0,-1.25,0.1143007174453406
190.0,1.0,4000.0,34800.0,-3.0,-0.5,0.08071819094226688
220.0,1.0,2500.0,30100.0,-2.5,-1.5,0.010749117391584385
150.0,1.0,2000.0,32800.0,-3.0,-0.5,0.008837717060108531
140.0,2.0,1000.0,34800.0,-2.5,0.0,0.005141077443421333
250.0,1.25,5000.0,26700.0,-1.5,-1.25,0.2779655348388098
230.0,1.25,4000.0,34800.0,-3.5,-0.25,0.10043654032396081
180.0,2.0,4500.0,39600.0,-4.0,-0.25,1.2066527071111737
110.0,2.25,4500.0,42200.0,-5.0,-1.0,8.38493538884441
200.0,1.25,1000.0,37400.0,-3.5,-0.25,0.00044586812493470893
170.0,1.0,3000.0,32800.0,-2.5,-0.5,0.034331361299845015
190.0,1.5,2500.0,39600.0,-3.0,-1.0,0.03570355367868988
200.0,1.0,1500.0,32800.0,-2.0,-0.5,0.0015394021895344966
120.0,1.0,3000.0,32800.0,-1.5,-0.5,0.06832695870763204
250.0,2.25,4500.0,30100.0,-2.5,-1.25,1.3578535793014999
210.0,1.0,5000.0,37400.0,-1.5,-1.25,0.1482659172138983
170.0,2.0,4500.0,37400.0,-2.5,-1.25,1.3787449739412514
160.0,1.25,3500.0,30100.0,-1.5,-0.25,0.13344232839536377
140.0,2.25,3000.0,32800.0,-2.5,-0.25,0.7012136288155466
110.0,1.0,1000.0,42200.0,-1.5,-1.5,0.0007028225384030316
110.0,1.5,1500.0,26700.0,-2.0,-0.5,0.017528525678600197
120.0,2.0,1500.0,26700.0,-2.0,-1.5,0.047328977856325956
100.0,1.25,1500.0,24000.0,-4.0,0.0,0.023705437902141524
240.0,1.5,4500.0,37400.0,-1.5,-0.5,0.2327758268569346
220.0,1.0,4500.0,30100.0,-4.0,-1.5,0.11367733640062691
130.0,1.0,4500.0,37400.0,-3.5,-1.0,0.3069770618168589
140.0,2.0,1000.0,42200.0,-3.0,-1.0,0.004239561493659057
100.0,2.25,1000.0,39600.0,-3.0,-1.0,0.0174887412185458
210.0,1.25,4000.0,37400.0,-2.5,-0.5,0.10523936535047312
100.0,1.0,5000.0,30100.0,-4.0,-0.25,1.4217494645010813
240.0,1.25,2500.0,37400.0,-1.5,-1.0,0.012408312550412626
100.0,1.75,1000.0,24000.0,-2.5,-1.5,0.010271175221312018
130.0,1.0,2500.0,42200.0,-3.5,-0.25,0.025725509994064713
160.0,2.25,2000.0,37400.0,-5.0,-1.0,0.12396818943263667
150.0,1.75,4500.0,24000.0,-3.0,-0.5,1.7015131972579636
160.0,1.75,3000.0,32800.0,-2.5,-1.25,0.19612246560344826
210.0,1.0,2000.0,37400.0,-5.0,0.0,0.003766144374257694
140.0,1.5,1500.0,37400.0,-3.0,-0.5,0.00908772927332806
120.0,1.75,1000.0,26700.0,-1.5,-0.25,0.006076434145318979
120.0,2.0,2500.0,39600.0,-5.0,0.0,0.42292560782811095
210.0,2.0,5000.0,24000.0,-4.0,-1.0,2.084810800208764
150.0,2.0,3000.0,42200.0,-3.5,-0.25,0.3161084300236338
240.0,1.0,5000.0,32800.0,-2.0,-1.0,0.1321326167385593
140.0,1.25,3000.0,39600.0,-4.0,0.0,0.0939530007376082
180.0,2.25,3500.0,24000.0,-1.5,-1.0,1.0816326617828738
180.0,2.0,3500.0,39600.0,-1.5,-0.25,0.441493243887796
220.0,2.25,4500.0,24000.0,-2.0,-1.0,2.182537404113366
140.0,1.0,2000.0,39600.0,-2.0,-1.5,0.008003056795298667
130.0,1.0,5000.0,30100.0,-4.0,-1.25,0.6471322096015667
110.0,1.75,2500.0,42200.0,-3.5,-1.5,0.23583382079892415
170.0,2.0,2500.0,39600.0,-2.5,0.0,0.12395946984066358
240.0,1.25,2000.0,39600.0,-4.0,-1.25,0.004811322256323159
110.0,2.25,1500.0,26700.0,-3.5,-0.5,0.1167077178934168
130.0,2.25,5000.0,34800.0,-5.0,-1.5,9.628253523891463
190.0,1.75,1500.0,30100.0,-1.5,-1.25,0.009781403418495385
180.0,1.25,3000.0,39600.0,-2.5,-1.5,0.04116960213950023
210.0,1.0,5000.0,32800.0,-5.0,-1.0,0.16905930804913194
120.0,2.0,5000.0,42200.0,-2.5,-0.5,3.706776311145866
170.0,2.25,3000.0,24000.0,-2.5,-0.25,0.6690526672178294
120.0,2.0,2500.0,26700.0,-5.0,0.0,0.6272604521246508
160.0,2.0,3000.0,32800.0,-1.5,-1.0,0.33511086918535615
180.0,1.25,3500.0,37400.0,-2.0,-1.0,0.0838085694899792
190.0,1.25,2500.0,30100.0,-2.0,-1.25,0.024783495118628096
170.0,1.75,3500.0,42200.0,-1.5,0.0,0.2812575490641457
240.0,1.5,3500.0,34800.0,-3.5,-1.25,0.09757278654292138
250.0,1.5,3500.0,24000.0,-2.0,0.0,0.11728981190067166
100.0,1.75,4000.0,30100.0,-3.0,-0.5,2.1867262986975335
230.0,1.75,4000.0,32800.0,-1.5,-1.25,0.3298629719463396
220.0,2.25,2500.0,24000.0,-5.0,-1.5,0.20368245098848078
230.0,2.25,1000.0,37400.0,-2.0,0.0,0.0029635903965544233
220.0,1.5,4500.0,34800.0,-1.5,-1.5,0.32177655505473723
220.0,1.5,2000.0,24000.0,-1.5,0.0,0.01718360796432273
160.0,1.0,2000.0,32800.0,-3.5,-1.5,0.007282054462372939
110.0,2.0,3000.0,26700.0,-1.5,-1.25,0.844581822272316
190.0,2.25,1000.0,32800.0,-2.0,-0.5,0.0051611753009250935
130.0,1.0,1000.0,30100.0,-3.5,0.0,0.0008954284588056566
240.0,1.0,1500.0,32800.0,-4.0,-1.5,0.0010393340400018563
150.0,1.5,4500.0,34800.0,-2.0,-1.0,0.6587257762534404
220.0,1.25,4000.0,37400.0,-1.5,-1.0,0.09915855021350838
230.0,2.0,2500.0,34800.0,-2.0,-1.5,0.07974196692876265
250.0,1.75,4000.0,24000.0,-2.0,-0.5,0.3761169233053353
210.0,1.25,1500.0,42200.0,-3.0,0.0,0.0019410093411931424
250.0,1.25,3500.0,42200.0,-5.0,-0.25,0.038812632849308894
140.0,2.0,2500.0,24000.0,-2.5,-1.5,0.2929653773062447
240.0,1.5,2000.0,26700.0,-2.5,-0.5,0.0128124840266323
140.0,1.0,3500.0,30100.0,-3.5,-1.5,0.1115227807034234
240.0,1.5,2500.0,34800.0,-4.0,-1.0,0.02520934440998784
230.0,1.75,4000.0,42200.0,-5.0,-0.25,0.25638638588544876
250.0,1.25,2500.0,30100.0,-3.0,-0.5,0.015298165038368457
160.0,2.0,5000.0,26700.0,-4.0,0.0,3.530882940667662
130.0,1.5,1000.0,24000.0,-3.5,-1.5,0.0034966632226746896
150.0,1.75,3500.0,26700.0,-4.0,-0.25,0.6471103774216749
200.0,1.75,2500.0,26700.0,-5.0,-1.0,0.0826863995805339
220.0,2.0,4000.0,34800.0,-3.5,-0.25,0.5548252642216537
110.0,1.5,1500.0,34800.0,-5.0,-0.5,0.029050419679336553
160.0,2.25,1500.0,26700.0,-2.0,-1.25,0.04266484840767208
250.0,1.75,5000.0,39600.0,-2.5,-1.0,0.5888893123358716
160.0,1.5,4000.0,34800.0,-5.0,0.0,0.45665123222032517
200.0,1.75,4500.0,30100.0,-5.0,-1.25,0.7633330214417602
200.0,1.75,4000.0,42200.0,-3.5,0.0,0.3342271238646461
140.0,1.25,4000.0,42200.0,-3.0,-0.5,0.20985527476765337
130.0,1.75,3500.0,42200.0,-3.0,0.0,0.5158421437420301
200.0,1.75,4000.0,34800.0,-3.5,0.0,0.40529840896089
210.0,1.75,2000.0,26700.0,-5.0,0.0,0.02836521768485664
110.0,1.5,3000.0,42200.0,-5.0,-1.0,0.3657850767035192
210.0,2.25,4500.0,42200.0,-3.5,0.0,1.2050911347698714
