d,h/d,b,E,ll,sdl,max_uz
210.0,2.0,1000.0,32800.0,-1.5,0.0,0.002424247900159101
180.0,2.25,5000.0,34800.0,-3.5,-0.5,3.6940536344086423
230.0,1.25,3500.0,32800.0,-1.5,-0.25,0.05954750175486423
250.0,2.0,2500.0,37400.0,-2.0,-1.5,0.0619043675575346
250.0,1.5,2500.0,37400.0,-5.0,-1.0,0.019404706232074465
230.0,1.25,3500.0,34800.0,-5.0,-1.5,0.056125231538621555
150.0,1.5,4000.0,37400.0,-2.5,-1.0,0.38675835989022594
120.0,1.25,2500.0,42200.0,-3.5,-0.25,0.05829485364997165
200.0,1.25,3000.0,42200.0,-2.5,-0.5,0.035873102532407324
170.0,1.75,1000.0,37400.0,-4.0,-0.25,0.0020821394076361334
240.0,2.0,3500.0,34800.0,-3.5,-1.5,0.26974856614961173
180.0,1.25,5000.0,39600.0,-3.0,-0.5,0.31963068901614083
240.0,1.5,5000.0,34800.0,-5.0,-1.25,0.3853282277757693
210.0,1.0,1000.0,34800.0,-1.5,-0.5,0.00024497911090212926
100.0,1.0,3500.0,26700.0,-3.5,-1.25,0.3449871594968758
240.0,1.0,1500.0,30100.0,-1.5,0.0,0.0011325633392714157
210.0,2.25,4500.0,30100.0,-4.0,-1.5,1.6895297654168544
160.0,2.0,3000.0,32800.0,-3.0,-0.5,0.3351108691853561
130.0,1.25,1000.0,39600.0,-1.5,-0.25,0.001016722560459127
240.0,1.0,5000.0,26700.0,-5.0,-1.0,0.16232021832761753
140.0,1.0,5000.0,42200.0,-4.0,-0.25,0.3695668523688088
210.0,2.25,2500.0,24000.0,-4.0,-1.25,0.19586332508606233
150.0,2.0,4000.0,37400.0,-2.0,0.0,1.1276057784474127
220.0,2.0,4500.0,30100.0,-2.0,-1.25,1.0275693058821191
130.0,2.25,3000.0,26700.0,-2.5,0.0,1.2434551103950042
250.0,1.0,3000.0,32800.0,-1.5,-0.5,0.016192317894758872
110.0,1.5,2000.0,37400.0,-3.5,-0.5,0.06107214019301914
190.0,1.0,4000.0,30100.0,-2.5,0.0,0.09332202806331745
190.0,1.75,1500.0,26700.0,-3.5,-1.25,0.01102697538938636
130.0,2.25,4000.0,24000.0,-1.5,-1.25,3.853703455999264
220.0,2.0,1500.0,42200.0,-2.5,-1.25,0.009024994453463912
140.0,1.0,3000.0,42200.0,-2.0,-1.5,0.03822126539394312
230.0,1.75,3500.0,39600.0,-2.5,-0.25,0.14153624676304316
130.0,1.75,2500.0,26700.0,-3.5,-1.25,0.2258162938121911
170.0,2.25,1500.0,24000.0,-1.5,-1.0,0.04396842418632126
160.0,1.0,1000.0,37400.0,-3.5,-1.5,0.000386541293398826
180.0,1.75,3500.0,26700.0,-4.0,-1.25,0.40815981902378623
110.0,1.75,2000.0,42200.0,-2.0,-0.25,0.062435955772444034
170.0,2.25,4500.0,24000.0,-4.0,-0.25,3.328518501653421
240.0,1.5,2000.0,32800.0,-1.5,-0.25,0.010429674497234113
220.0,1.75,1000.0,42200.0,-5.0,-1.0,0.0010031045473482788
100.0,2.0,3500.0,32800.0,-2.0,-0.5,1.6955924919923195
250.0,1.25,2000.0,39600.0,-3.0,-0.25,0.004560803579750215
110.0,1.75,2500.0,34800.0,-2.0,-1.5,0.19065492791884747
170.0,1.75,1500.0,37400.0,-5.0,-1.0,0.011883647289980355
250.0,1.5,4500.0,26700.0,-3.0,-1.5,0.32828474719129674
190.0,2.25,4500.0,24000.0,-5.0,-1.5,2.8610021386361577
200.0,2.25,2500.0,39600.0,-4.0,0.0,0.15285251644751113
110.0,2.0,3000.0,24000.0,-3.0,-1.0,1.0961968237516055
200.0,1.75,2000.0,32800.0,-2.5,-0.5,0.026729536973451304
170.0,1.0,4500.0,39600.0,-3.5,-1.0,0.14405327115511124
190.0,1.25,5000.0,32800.0,-1.5,-0.25,0.36092686629869875
140.0,2.25,3500.0,34800.0,-5.0,-1.0,1.9024354175909484
190.0,1.0,3000.0,39600.0,-1.5,-0.25,0.02240517438813919
210.0,1.75,1500.0,37400.0,-5.0,-1.25,0.006304325573413342
180.0,1.75,5000.0,24000.0,-3.5,-1.25,1.6227756705932355
190.0,2.0,2500.0,42200.0,-2.0,0.0,0.09165181958398853
120.0,2.0,1000.0,24000.0,-3.0,-1.5,0.010357872723072366
100.0,1.75,2500.0,34800.0,-1.5,-1.25,0.25376170907730505
150.0,1.0,5000.0,30100.0,-1.5,-1.25,0.3791331905438664
100.0,2.25,1500.0,30100.0,-2.0,-1.0,0.10334361792762714
160.0,1.75,2500.0,30100.0,-1.5,-1.5,0.10744102676431648
