d,h/d,b,E,ll,sdl,max_uz
160.0,1.5,1500.0,42200.0,-1.5,-0.5,0.005992844693851872
210.0,1.0,1500.0,39600.0,-2.5,-0.25,0.0011014451134108967
220.0,1.0,2000.0,39600.0,-2.0,-0.5,0.0033513927733217343
130.0,1.25,3500.0,32800.0,-4.0,-0.25,0.2536726493763816
150.0,2.25,4000.0,37400.0,-2.0,0.0,1.8110345437334971
210.0,1.0,3000.0,32800.0,-2.5,-0.25,0.021855520319747683
160.0,2.25,4500.0,34800.0,-2.0,-0.25,2.478062748605247
240.0,1.0,2500.0,24000.0,-2.0,0.0,0.01118270994619408
220.0,1.75,5000.0,26700.0,-4.0,0.0,1.0386071149682734
120.0,1.0,1500.0,34800.0,-5.0,-1.25,0.006717272219125287
110.0,1.5,2000.0,32800.0,-5.0,-1.25,0.09284951395228681
110.0,1.0,4500.0,34800.0,-2.0,0.0,0.36304380111369616
210.0,1.25,4000.0,30100.0,-3.5,-0.25,0.1307625337101484
230.0,1.5,3000.0,24000.0,-2.0,-1.5,0.08208589343091915
230.0,2.25,2500.0,37400.0,-1.5,-0.25,0.1036404392565778
140.0,2.0,1500.0,30100.0,-4.0,-0.5,0.03776882571005528
120.0,1.5,5000.0,24000.0,-3.0,-0.5,2.2349037221541086
130.0,2.25,2500.0,34800.0,-2.5,-1.5,0.4435588129298737
180.0,1.25,3000.0,39600.0,-2.5,-1.5,0.04116960213950023
120.0,1.0,4500.0,32800.0,-1.5,-1.25,0.3461350135084723
240.0,1.75,2500.0,26700.0,-5.0,-1.25,0.05582607996513815
240.0,2.25,2000.0,39600.0,-5.0,-1.5,0.04047246788098626
130.0,1.0,4500.0,42200.0,-3.0,-1.0,0.2418313241279042
150.0,1.75,3500.0,30100.0,-5.0,0.0,0.6196668342711794
100.0,2.0,2500.0,30100.0,-1.5,-0.5,0.4807357447191149
190.0,1.25,5000.0,37400.0,-1.5,-0.5,0.3165347918316332
200.0,1.0,2000.0,32800.0,-4.0,0.0,0.004971215846309103
200.0,1.5,3000.0,24000.0,-4.0,-1.0,0.10700775699818896
100.0,2.25,5000.0,34800.0,-2.5,-0.25,10.576636523251532
200.0,1.75,3500.0,26700.0,-3.5,0.0,0.3220973256637131
230.0,1.25,4000.0,37400.0,-2.0,-0.5,0.09345432093631993
140.0,1.5,1000.0,39600.0,-2.0,-0.5,0.001508215115236226
250.0,2.0,3500.0,26700.0,-2.5,-1.0,0.33327600752860276
120.0,1.25,2000.0,42200.0,-2.5,-1.25,0.018059560317471343
140.0,2.0,5000.0,37400.0,-3.0,-1.0,3.0101546396741297
160.0,2.0,2000.0,30100.0,-5.0,-0.25,0.0960903340167664
180.0,1.5,3000.0,32800.0,-3.0,-0.5,0.09845472640521656
130.0,1.75,1500.0,24000.0,-4.0,-1.25,0.03518589478806837
130.0,1.25,2000.0,42200.0,-2.0,-1.25,0.016233523755212576
190.0,2.0,4000.0,24000.0,-3.0,-0.25,1.0567707963927488
190.0,2.0,1000.0,32800.0,-1.5,-1.5,0.003000444158984741
190.0,1.0,3000.0,24000.0,-3.0,-1.0,0.036968537740479694
110.0,1.25,5000.0,37400.0,-2.5,-1.25,0.8897392818040253
140.0,2.25,1500.0,26700.0,-1.5,-0.25,0.05661004829281938
220.0,2.0,3500.0,37400.0,-2.0,-1.25,0.30258527231488613
170.0,1.0,3000.0,26700.0,-4.0,-0.25,0.0421748558296134
190.0,2.25,4000.0,26700.0,-1.5,-1.25,1.525633527154822
100.0,1.75,5000.0,39600.0,-5.0,-0.5,6.8829292440433845
120.0,1.25,1500.0,24000.0,-2.0,-1.5,0.010669885887030828
130.0,1.25,4500.0,32800.0,-3.0,-0.5,0.571316198713967
160.0,1.75,2000.0,42200.0,-1.5,-0.25,0.030432955492019752
