d,h/d,b,E,ll,sdl,max_uz
240.0,2.0,1000.0,42200.0,-4.0,-0.25,0.0014726833255536646
200.0,1.5,4000.0,30100.0,-4.0,-1.25,0.27031325562182235
100.0,1.75,1000.0,24000.0,-2.5,-0.25,0.010271175221312018
240.0,1.75,1000.0,34800.0,-2.5,0.0,0.0010077807378648758
200.0,1.25,1500.0,32800.0,-5.0,-0.5,0.0028909070612374473
110.0,2.25,2000.0,37400.0,-3.0,0.0,0.2225404412402908
220.0,1.0,4500.0,42200.0,-3.0,0.0,0.08108264989446361
160.0,1.75,1500.0,30100.0,-2.5,-1.0,0.013716771526182652
150.0,1.25,3000.0,39600.0,-2.0,-0.25,0.06927316209031734
110.0,1.5,3000.0,32800.0,-2.0,-1.5,0.23530686335397646
190.0,1.5,1500.0,42200.0,-2.5,-1.0,0.004292087441813711
240.0,2.0,2500.0,39600.0,-2.0,-0.25,0.0616766511415995
250.0,1.25,5000.0,30100.0,-3.5,-1.25,0.24656743457625735
120.0,1.5,2500.0,39600.0,-3.5,-1.25,0.11804568046955238
250.0,2.0,2000.0,39600.0,-3.5,-0.25,0.023933209787242112
250.0,1.25,3000.0,37400.0,-2.5,-0.5,0.02277853446015981
160.0,1.25,4000.0,39600.0,-1.5,-1.25,0.16854420942272086
210.0,2.25,3500.0,34800.0,-2.5,-1.25,0.5635773386480643
120.0,1.5,3000.0,37400.0,-3.5,-1.5,0.23843083110478536
100.0,1.5,3000.0,39600.0,-3.0,-0.5,0.3026482016212278
140.0,1.25,1500.0,34800.0,-2.0,-0.5,0.005295943590396573
250.0,1.75,5000.0,34800.0,-4.0,-1.0,0.6701154239788727
110.0,1.0,3500.0,37400.0,-5.0,-0.25,0.246719383476541
130.0,2.0,5000.0,39600.0,-2.5,-1.0,3.5507432706618314
150.0,1.75,2000.0,37400.0,-5.0,-1.0,0.05556609627255726
220.0,2.0,5000.0,24000.0,-5.0,-0.25,1.9643487606885437
250.0,2.0,1000.0,26700.0,-2.0,-1.5,0.0022064164241160015
190.0,2.0,4000.0,26700.0,-4.0,0.0,0.94990633247795
210.0,1.0,2500.0,26700.0,-3.5,-1.0,0.012861040092752418
240.0,2.0,3500.0,42200.0,-3.0,-1.5,0.22244668484330324
230.0,1.75,5000.0,34800.0,-5.0,-0.5,0.6973773616450417
250.0,1.5,4500.0,30100.0,-1.5,-1.5,0.29120274911688626
160.0,1.25,4000.0,42200.0,-3.5,-1.0,0.1581599690181706
140.0,1.0,3000.0,34800.0,-5.0,-1.5,0.0695231637754878
150.0,1.0,2000.0,26700.0,-2.5,0.0,0.010856820957722894
110.0,2.25,1500.0,26700.0,-1.5,0.0,0.08753078842006255
130.0,1.0,4500.0,32800.0,-2.0,-0.5,0.3111366426306709
160.0,1.25,2500.0,26700.0,-5.0,-1.5,0.050744411145335344
180.0,1.75,2000.0,32800.0,-2.5,-1.25,0.03361052888840252
130.0,1.25,1500.0,26700.0,-5.0,-1.0,0.012931730413257101
170.0,1.25,1000.0,34800.0,-4.0,-0.25,0.0006488176624049551
250.0,1.0,4500.0,39600.0,-3.5,-1.0,0.06794243723108861
140.0,1.25,2500.0,34800.0,-3.0,-1.25,0.03998359644561395
150.0,1.75,1000.0,37400.0,-3.5,-0.25,0.0021598070324284633
230.0,1.25,1500.0,32800.0,-4.0,-0.5,0.0020592198458220965
220.0,1.25,1000.0,37400.0,-2.0,0.0,0.0003632041015430814
230.0,2.25,2500.0,34800.0,-1.5,-1.25,0.11138369045264732
140.0,2.0,1000.0,24000.0,-3.5,-1.5,0.008386382579618566
200.0,2.0,1000.0,42200.0,-3.0,-1.5,0.0021812543884777887
160.0,1.5,5000.0,24000.0,-2.5,-1.0,1.212235724325423
180.0,2.25,3000.0,30100.0,-4.0,-0.25,0.4494012762508319
220.0,2.25,5000.0,42200.0,-5.0,-0.25,1.7747550940707209
250.0,1.25,2000.0,42200.0,-5.0,-0.5,0.00427980620282651
180.0,1.5,1000.0,24000.0,-4.0,-0.5,0.0016099653273570287
240.0,2.0,3000.0,26700.0,-3.0,-1.25,0.18974172549890916
180.0,1.0,2500.0,37400.0,-2.5,-0.5,0.013364956798361659
160.0,1.75,4500.0,37400.0,-3.0,-0.5,0.8996815007326964
210.0,1.5,5000.0,24000.0,-5.0,-1.25,0.7148713278156444
120.0,1.25,3500.0,32800.0,-3.0,0.0,0.2257657219157526
100.0,1.25,4500.0,26700.0,-3.0,-0.25,1.2325414108364803
120.0,2.25,5000.0,30100.0,-1.5,-1.25,8.255880135628667
230.0,1.25,4000.0,32800.0,-1.5,0.0,0.10656071960952654
230.0,1.75,1000.0,34800.0,-2.0,-1.25,0.0011450284310235512
250.0,1.0,5000.0,26700.0,-1.5,-0.5,0.15386843642746764
210.0,1.75,4000.0,34800.0,-3.0,-0.5,0.35011200416981564
190.0,2.25,4500.0,39600.0,-2.0,-0.25,1.5894456329554563
150.0,2.25,4500.0,26700.0,-3.5,-0.5,4.473654008036907
170.0,2.25,1500.0,37400.0,-2.0,-0.5,0.028215031563343
190.0,1.75,2000.0,42200.0,-3.0,-1.5,0.022212295972406506
100.0,1.5,4000.0,34800.0,-5.0,-0.5,1.8704434474522584
210.0,2.25,2000.0,32800.0,-2.5,-1.25,0.06251872041002837
150.0,2.0,1000.0,30100.0,-3.0,-1.0,0.005436629616457637
130.0,2.0,2000.0,32800.0,-1.5,-1.25,0.10960010921065746
230.0,1.75,3000.0,30100.0,-2.0,-1.25,0.10392307180893016
140.0,2.0,1500.0,37400.0,-4.0,-1.5,0.03039683566490889
140.0,2.0,3500.0,26700.0,-4.0,-1.0,1.265169489296018
120.0,1.0,4500.0,34800.0,-3.0,-1.25,0.3262421966411403
200.0,1.75,1000.0,42200.0,-4.0,-1.5,0.0012341910822224382
110.0,1.5,3500.0,37400.0,-3.5,-0.5,0.6275578879996695
170.0,1.5,1500.0,42200.0,-5.0,-1.0,0.0064900866501144535
240.0,1.5,3500.0,24000.0,-3.5,-1.25,0.1414805404952154
130.0,1.75,5000.0,39600.0,-2.0,-1.0,2.3606524560759854
130.0,2.0,1500.0,37400.0,-5.0,-1.0,0.04555789734899371
200.0,1.0,4000.0,39600.0,-2.5,-1.0,0.06634601685051815
110.0,2.25,2000.0,34800.0,-3.5,0.0,0.3075004619329862
110.0,2.0,4000.0,32800.0,-1.5,-0.25,2.1734993460075307
170.0,1.75,2500.0,39600.0,-1.5,-0.25,0.0756505577136693
190.0,1.25,4000.0,39600.0,-1.5,-1.0,0.1230164406806192
140.0,1.0,3500.0,42200.0,-5.0,-1.5,0.10606115953321739
210.0,1.25,2000.0,30100.0,-2.5,-1.25,0.008098828230107666
140.0,1.75,4000.0,32800.0,-3.0,-0.25,0.8357856689549432
130.0,2.0,2500.0,24000.0,-2.0,-0.5,0.3659066888175688
150.0,1.25,3500.0,24000.0,-1.5,-1.0,0.20311174433515652
190.0,2.25,1500.0,30100.0,-2.0,0.0,0.027622583398607285
120.0,1.0,2500.0,32800.0,-2.5,-1.5,0.0327298827690851
190.0,2.25,2000.0,39600.0,-3.5,-0.5,0.06409103113870378
160.0,1.5,1500.0,26700.0,-3.5,-0.5,0.009471836931833838
120.0,2.0,5000.0,37400.0,-4.0,-1.0,5.975017591136545
230.0,1.25,1000.0,24000.0,-1.5,-0.5,0.000567365451000111
160.0,1.0,4000.0,24000.0,-4.0,-1.5,0.1781753382269042
170.0,2.25,2500.0,30100.0,-1.5,-1.5,0.2783862205287331
120.0,1.5,2000.0,39600.0,-2.0,0.0,0.0345548811622977
100.0,1.0,4500.0,32800.0,-3.5,0.0,0.7690131042771486
200.0,1.0,4000.0,30100.0,-1.5,-0.25,0.08728578961002134
250.0,2.25,1500.0,32800.0,-2.5,-1.0,0.014162276616012347
240.0,1.0,2000.0,24000.0,-3.5,-1.5,0.004586995074231313
200.0,1.0,3000.0,39600.0,-4.0,0.0,0.02095596697188448
220.0,2.25,4000.0,26700.0,-3.5,-1.0,1.1614316380961989
160.0,2.0,3500.0,37400.0,-4.0,0.0,0.6050796237785784
140.0,1.75,2000.0,24000.0,-3.5,-0.25,0.07987689620374736
190.0,2.0,1500.0,39600.0,-4.0,0.0,0.012633415537514889
220.0,1.25,5000.0,42200.0,-1.5,-1.25,0.22533018229130944
130.0,1.25,4500.0,39600.0,-1.5,-0.25,0.47321139699013
200.0,2.25,3000.0,34800.0,-5.0,0.0,0.37543605630872723
180.0,1.75,3000.0,30100.0,-3.0,-0.25,0.16688225501130333
230.0,2.0,4500.0,42200.0,-4.0,-1.25,0.6907714583963072
170.0,1.5,3500.0,42200.0,-3.0,0.0,0.151454190835504
210.0,2.0,3000.0,24000.0,-4.0,-1.0,0.27007968383798575
220.0,1.75,4500.0,34800.0,-2.0,-1.25,0.5372468742548638
100.0,1.75,4500.0,26700.0,-2.0,0.0,3.441262647093086
120.0,2.25,4500.0,30100.0,-2.0,-0.25,5.2819804302542845
190.0,1.5,3000.0,24000.0,-1.5,-0.25,0.11440786577714039
210.0,1.25,3500.0,26700.0,-2.5,0.0,0.08871348613226132
240.0,2.25,3500.0,32800.0,-3.0,-1.5,0.4673366821566053
170.0,2.0,4000.0,24000.0,-5.0,0.0,1.6094719145445102
100.0,2.25,1000.0,32800.0,-3.5,0.0,0.022857672843950988
170.0,1.5,4500.0,37400.0,-3.0,0.0,0.4678394101237163
130.0,1.5,2500.0,39600.0,-2.5,-0.5,0.06528890860708599
170.0,1.5,2500.0,37400.0,-4.0,-0.25,0.048369421999006165
150.0,2.25,1500.0,24000.0,-4.0,-1.5,0.06400499793378236
180.0,1.75,1000.0,42200.0,-3.5,-1.0,0.0015545267653234345
180.0,1.5,5000.0,42200.0,-5.0,-0.5,0.6456052277095934
190.0,1.0,4500.0,30100.0,-1.5,0.0,0.14932429101407516
240.0,1.5,2500.0,24000.0,-4.0,-1.25,0.036553549395351624
100.0,1.5,4000.0,30100.0,-3.0,-1.0,1.2614618595685043
130.0,1.75,1500.0,34800.0,-5.0,0.0,0.028560040489800004
220.0,1.0,1500.0,26700.0,-1.5,-1.0,0.001539213036713501
100.0,2.25,5000.0,26700.0,-1.5,-0.25,13.78527905304388
180.0,2.0,3500.0,34800.0,-2.0,-0.5,0.5023888639539165
150.0,2.25,2500.0,30100.0,-4.0,-1.25,0.4052478522824746
200.0,1.75,2500.0,32800.0,-5.0,-1.25,0.0673087460031405
160.0,1.25,5000.0,32800.0,-5.0,-0.25,0.6593387896586804
180.0,1.0,3500.0,30100.0,-2.5,-1.5,0.06413282298228445
110.0,1.0,4500.0,42200.0,-2.5,-1.5,0.29938209191801957
230.0,1.0,2000.0,37400.0,-2.0,-1.5,0.0033443993500270872
110.0,1.0,3000.0,26700.0,-3.0,-0.5,0.10897336339759736
220.0,1.0,3000.0,24000.0,-3.5,-1.5,0.028143344074275305
220.0,2.25,2500.0,39600.0,-2.5,-1.5,0.12344390969603239
110.0,1.5,3500.0,34800.0,-1.5,-1.25,0.4067564619619234
200.0,1.75,3500.0,32800.0,-2.0,-1.5,0.2621950791273332
