d,h/d,b,E,ll,sdl,max_uz
170.0,1.5,5000.0,26700.0,-5.0,0.0,1.2112644727458914
110.0,1.0,4000.0,24000.0,-1.5,-0.5,0.32898851332020906
170.0,2.0,1000.0,32800.0,-2.0,-1.5,0.0038080873538477687
150.0,2.0,1500.0,32800.0,-5.0,-0.25,0.03381564767701295
130.0,1.0,2000.0,37400.0,-2.5,-1.25,0.010583602806862205
240.0,2.0,2500.0,24000.0,-3.5,-1.0,0.10176647438852124
120.0,1.75,1500.0,30100.0,-2.5,-1.25,0.02620205225367637
200.0,2.25,4500.0,39600.0,-5.0,-0.25,1.644172441806814
150.0,2.25,2500.0,24000.0,-4.0,-1.25,0.5082483479806923
160.0,2.0,3000.0,30100.0,-1.5,-1.25,0.3651706481259164
210.0,1.5,2000.0,39600.0,-3.5,-1.0,0.011052956573365741
240.0,1.25,4000.0,39600.0,-2.0,-1.5,0.07768292779497969
110.0,2.0,3500.0,32800.0,-1.5,-1.0,1.2739237357908837
180.0,1.75,1500.0,42200.0,-3.5,-0.5,0.00753841308770573
250.0,2.25,3500.0,39600.0,-1.5,-1.5,0.34071409890976023
210.0,1.5,3500.0,34800.0,-4.0,-1.0,0.1169188750338878
140.0,2.0,1000.0,34800.0,-2.5,0.0,0.005141077443421333
180.0,2.0,4500.0,32800.0,-1.5,-0.5,1.456812415903419
250.0,2.0,2000.0,24000.0,-3.0,-0.5,0.03948979614712789
200.0,1.75,2500.0,42200.0,-2.0,0.0,0.04799295550371582
220.0,2.25,2500.0,42200.0,-2.5,0.0,0.11583836075991454
160.0,1.5,1000.0,42200.0,-1.5,0.0,0.001066651885581272
120.0,1.75,3000.0,39600.0,-3.5,-1.5,0.4308414424287384
110.0,2.0,2500.0,30100.0,-5.0,-0.25,0.7223677607612559
120.0,2.0,1500.0,32800.0,-4.0,-0.5,0.05503848905718208
210.0,1.75,5000.0,34800.0,-1.5,-1.25,0.8457292727394689
140.0,2.0,3500.0,39600.0,-5.0,-1.5,1.0236371320744917
190.0,1.0,2000.0,42200.0,-2.5,-1.25,0.00413108980635953
250.0,1.75,1000.0,34800.0,-5.0,0.0,0.0009542915408883009
150.0,2.0,3000.0,37400.0,-3.0,-0.5,0.3566784959316553
210.0,1.75,1500.0,32800.0,-3.5,-0.5,0.007188468794057166
230.0,1.75,4000.0,34800.0,-5.0,-0.5,0.3109053299628619
180.0,2.25,4000.0,37400.0,-3.5,-1.5,1.280952930695202
110.0,1.25,2500.0,30100.0,-5.0,-1.0,0.13852076311866093
130.0,1.25,5000.0,34800.0,-2.5,-1.0,0.841563203071008
170.0,2.25,1000.0,39600.0,-3.0,-1.25,0.005486474694527685
110.0,1.0,4500.0,39600.0,-1.5,-1.0,0.3190384918879437
210.0,1.0,1000.0,30100.0,-4.0,0.0,0.0002832316631028598
240.0,1.5,4000.0,24000.0,-3.5,-1.0,0.2288893830694489
100.0,1.5,4500.0,39600.0,-2.0,-0.5,1.3024805120429779
100.0,1.5,3000.0,37400.0,-3.5,-1.25,0.4120084761773784
230.0,1.25,4000.0,26700.0,-2.5,-1.5,0.1309060525571658
200.0,1.75,2500.0,34800.0,-3.0,-0.25,0.058198354091542205
130.0,1.5,1000.0,34800.0,-3.5,-1.5,0.002411491877707012
140.0,1.75,1500.0,32800.0,-4.0,-1.0,0.020613509968367645
170.0,1.25,3500.0,42200.0,-3.5,-1.25,0.08816949031734093
250.0,1.75,1000.0,24000.0,-2.5,-0.25,0.0013837227342911457
130.0,1.5,3000.0,30100.0,-2.0,-1.25,0.20712316698547384
170.0,1.5,4500.0,26700.0,-3.0,-1.5,0.6553256155414606
120.0,1.75,4500.0,34800.0,-1.5,-1.25,1.7825958423846695
250.0,2.0,3000.0,37400.0,-3.0,-0.25,0.12840425852784743
150.0,1.5,2500.0,26700.0,-2.5,-1.25,0.08964044122357681
220.0,2.25,4500.0,34800.0,-3.5,-0.5,1.505198209982392
230.0,1.25,5000.0,42200.0,-3.5,-0.25,0.18689968329353532
190.0,1.0,4000.0,42200.0,-5.0,0.0,0.07261507224434442
220.0,2.25,2500.0,26700.0,-2.0,-1.25,0.18308534921120187
100.0,1.0,2000.0,39600.0,-2.5,-0.5,0.016470290884714953
130.0,2.25,5000.0,39600.0,-5.0,-0.5,8.461192511421265
170.0,1.75,3000.0,32800.0,-3.0,-1.25,0.18167619219232148
180.0,1.75,3500.0,34800.0,-1.5,-0.5,0.3131571025183425
140.0,1.5,3500.0,37400.0,-1.5,-1.0,0.244779356040068
230.0,2.25,1000.0,32800.0,-4.0,-1.0,0.0033792158790051847
220.0,2.0,5000.0,32800.0,-1.5,-0.25,1.43732835967548
140.0,2.25,1000.0,37400.0,-3.0,-0.25,0.008574732518738786
200.0,2.0,4000.0,32800.0,-2.5,0.0,0.723231906550587
240.0,1.75,4500.0,37400.0,-4.0,-1.0,0.4146680168465789
240.0,1.5,1000.0,37400.0,-2.5,-0.25,0.000554721889044601
230.0,1.75,3500.0,24000.0,-3.0,-0.25,0.2335348071723444
160.0,1.25,4000.0,39600.0,-1.5,-1.5,0.16854420942272083
190.0,1.25,1000.0,30100.0,-4.0,-1.0,0.0005917332851329449
