d,h/d,b,E,ll,sdl,max_uz
200.0,2.25,1500.0,26700.0,-2.0,-0.5,0.026698714025936016
170.0,1.25,5000.0,39600.0,-3.0,-1.5,0.3794191285063587
210.0,1.25,3000.0,26700.0,-2.5,-1.0,0.046142537277838486
200.0,2.0,1000.0,34800.0,-4.0,-0.5,0.002645084344649758
190.0,1.25,2000.0,34800.0,-3.0,-1.0,0.008669977294373514
120.0,2.25,2000.0,32800.0,-4.0,-1.25,0.27921772266698064
210.0,1.25,3500.0,37400.0,-4.0,-1.0,0.06333288982887267
220.0,1.5,2000.0,32800.0,-2.5,-0.5,0.012573371681038838
160.0,1.5,5000.0,26700.0,-3.5,-1.0,1.0896500895067143
120.0,1.5,1000.0,37400.0,-3.0,-1.5,0.002218887556178404
160.0,1.5,3000.0,37400.0,-2.0,-1.5,0.10058800687260318
140.0,1.75,2000.0,34800.0,-2.5,-0.25,0.048966679665698024
210.0,1.0,1500.0,34800.0,-3.0,0.0,0.001253368577329543
180.0,1.75,1500.0,42200.0,-5.0,-1.5,0.0088723395340623
240.0,2.0,5000.0,39600.0,-1.5,0.0,0.9875376287317961
250.0,2.25,3500.0,42200.0,-5.0,-0.5,0.3197222348155153
170.0,1.5,2000.0,42200.0,-3.5,0.0,0.016292625413201242
240.0,2.25,3000.0,39600.0,-1.5,-0.25,0.20175180871133105
220.0,2.0,3000.0,26700.0,-2.5,-0.25,0.22874091019875223
220.0,1.25,3000.0,34800.0,-3.5,-1.25,0.03524907772046696
250.0,1.25,5000.0,39600.0,-1.5,-1.0,0.18741615606907147
160.0,1.0,4000.0,30100.0,-2.5,-0.5,0.1278600433751387
170.0,1.5,4000.0,37400.0,-2.0,-1.5,0.295205342894652
240.0,1.75,2000.0,30100.0,-3.5,0.0,0.01966535701843232
130.0,2.0,4000.0,30100.0,-1.5,-1.25,1.913170151996507
190.0,2.0,2500.0,42200.0,-2.0,-1.5,0.09165181958398852
110.0,1.75,4500.0,37400.0,-1.5,-1.25,1.8457778255899226
160.0,1.25,2000.0,26700.0,-4.0,-0.25,0.01720260084427983
180.0,1.5,3000.0,30100.0,-3.0,-1.0,0.10728621349006706
100.0,1.25,1500.0,42200.0,-1.5,-0.5,0.008929917349353826
120.0,1.75,5000.0,26700.0,-5.0,-1.0,5.907632773964866
180.0,1.0,1500.0,39600.0,-4.0,-1.5,0.0016032995420116108
110.0,1.0,5000.0,37400.0,-4.0,-0.25,0.8596861127720122
250.0,2.25,4500.0,30100.0,-5.0,-0.25,1.3578535793014999
200.0,2.25,2500.0,34800.0,-4.0,-0.25,0.17393562216583972
110.0,1.25,2500.0,39600.0,-2.5,-0.5,0.049276278372887894
110.0,2.25,4500.0,32800.0,-3.0,-1.25,6.292962171164191
250.0,1.5,3000.0,30100.0,-2.0,-0.5,0.05460595175017591
230.0,1.75,3000.0,32800.0,-1.5,-1.25,0.0953684286956623
190.0,2.25,2500.0,34800.0,-3.5,0.0,0.18767144058876498
110.0,1.5,1000.0,26700.0,-4.0,-0.25,0.005764521695895862
100.0,1.0,2500.0,26700.0,-3.0,-1.0,0.0694785538408795
140.0,2.0,1000.0,42200.0,-4.0,-0.25,0.00529945186707382
