d,h/d,b,E,ll,sdl,max_uz
140.0,1.0,2000.0,30100.0,-2.5,-1.25,0.010528938508103053
120.0,1.75,5000.0,30100.0,-5.0,-0.25,5.240325420757498
160.0,1.5,4500.0,42200.0,-1.5,-1.5,0.4475950553334641
140.0,2.25,4000.0,24000.0,-1.5,-1.0,3.0854907029279666
150.0,1.0,4500.0,30100.0,-1.5,0.0,0.2482946211007455
150.0,1.5,3500.0,32800.0,-4.0,-1.5,0.2860964574028212
120.0,1.25,4000.0,24000.0,-4.0,-1.0,0.7324390335253946
120.0,1.5,1000.0,37400.0,-3.0,-1.25,0.002218887556178404
210.0,2.0,3500.0,30100.0,-2.5,0.0,0.3990257704808353
140.0,2.25,1000.0,32800.0,-2.0,-1.5,0.00977728646953107
240.0,2.25,1000.0,42200.0,-2.0,-0.5,0.002472322709484808
110.0,1.75,1500.0,26700.0,-2.5,-1.5,0.033730250348759
180.0,2.0,1500.0,34800.0,-4.0,-0.5,0.016907523926665998
220.0,1.75,1000.0,34800.0,-1.5,0.0,0.0012164083878748273
250.0,1.75,3000.0,37400.0,-1.5,-1.0,0.07017006340650055
250.0,2.25,3500.0,30100.0,-5.0,0.0,0.4482484489349703
180.0,1.0,4500.0,24000.0,-2.0,-0.25,0.2202566364661528
120.0,1.75,2000.0,24000.0,-3.0,-1.25,0.09865454104307876
210.0,1.75,1500.0,42200.0,-2.5,-1.5,0.005587245887358791
150.0,1.5,3000.0,39600.0,-2.0,-0.5,0.11529455299942103
100.0,1.0,5000.0,42200.0,-4.0,-1.25,1.0140914427432446
100.0,1.5,4500.0,42200.0,-4.0,-1.25,2.0370548296727513
190.0,1.0,4500.0,37400.0,-4.0,-0.5,0.12017810587530586
250.0,1.0,5000.0,32800.0,-3.0,-1.25,0.12525266015443282
100.0,1.5,1000.0,24000.0,-5.0,-0.25,0.010242892133616451
160.0,1.25,3500.0,39600.0,-4.0,-1.25,0.11269960955954372
170.0,1.75,4500.0,39600.0,-2.5,0.0,0.7871108180549763
110.0,1.5,4500.0,34800.0,-2.5,-1.25,1.1135484572415684
220.0,1.25,2000.0,39600.0,-3.0,-1.25,0.005800233077486975
240.0,1.0,1000.0,26700.0,-5.0,0.0,0.00024955598245855986
160.0,1.5,2500.0,34800.0,-3.5,-0.5,0.05666955888871768
160.0,2.25,1500.0,26700.0,-1.5,-1.5,0.04266484840767208
210.0,1.25,4500.0,30100.0,-4.0,-0.5,0.2023818712478849
180.0,2.25,2500.0,32800.0,-2.5,0.0,0.23408762871365202
180.0,1.25,5000.0,26700.0,-3.0,-1.0,0.47405899943079666
230.0,2.25,3000.0,39600.0,-3.0,-0.25,0.21285456586258494
240.0,1.75,5000.0,34800.0,-2.5,-1.0,0.6610012966509409
200.0,1.25,4000.0,37400.0,-1.5,-0.25,0.12182772032204384
100.0,1.5,1000.0,32800.0,-2.0,-1.0,0.0037473995610813647
220.0,2.0,3000.0,24000.0,-2.0,-0.5,0.2544742626566227
170.0,1.25,2500.0,37400.0,-1.5,-1.25,0.02549073882848201
100.0,1.75,2500.0,42200.0,-1.5,-1.25,0.20926321031583794
130.0,2.0,4000.0,30100.0,-3.5,-1.25,2.1523164209960695
110.0,1.5,3500.0,32800.0,-1.5,-1.5,0.4315586852319312
110.0,1.5,2500.0,30100.0,-2.0,-1.0,0.12130462628780743
240.0,2.25,2500.0,37400.0,-2.0,-1.5,0.10769311957952518
190.0,2.0,3000.0,32800.0,-2.0,-1.25,0.24458951457681974
210.0,1.25,3000.0,37400.0,-4.0,0.0,0.03294133008781841
190.0,1.0,2000.0,42200.0,-3.0,-1.5,0.0041310898063595305
180.0,1.75,1500.0,34800.0,-3.0,-0.25,0.009141408974239484
250.0,2.0,2000.0,34800.0,-2.5,-1.25,0.027234342173005868
120.0,1.5,4000.0,42200.0,-3.5,-0.5,0.669466577317661
210.0,1.5,4000.0,30100.0,-4.0,-0.25,0.23350675367242152
110.0,1.75,4500.0,24000.0,-3.0,0.0,3.357203158530741
230.0,1.0,3000.0,30100.0,-3.5,-0.5,0.021148991574913314
180.0,1.75,4500.0,37400.0,-4.0,-1.5,0.7022996581798326
120.0,1.0,3000.0,24000.0,-5.0,-0.25,0.16008030325891187
180.0,1.0,4000.0,24000.0,-3.5,-0.5,0.13765205828299273
140.0,1.25,2500.0,42200.0,-2.0,-0.5,0.032972254888824645
140.0,1.5,2000.0,42200.0,-3.0,-0.5,0.023336929637518388
170.0,1.25,2000.0,37400.0,-1.5,-1.0,0.010238750388635948
170.0,1.0,2500.0,34800.0,-3.5,0.0,0.015500224326428365
230.0,1.0,1000.0,32800.0,-3.5,-1.5,0.00023081053101006087
160.0,1.75,2000.0,26700.0,-1.5,-0.5,0.048100027033798176
220.0,2.0,1500.0,26700.0,-2.0,0.0,0.01426422344310943
200.0,1.25,3500.0,39600.0,-3.0,-0.5,0.06353781221056894
120.0,1.75,1500.0,26700.0,-5.0,0.0,0.04732745161577457
130.0,1.0,1500.0,39600.0,-3.0,-1.5,0.003095276345107134
150.0,1.25,3500.0,32800.0,-2.5,-1.25,0.14861834951092584
200.0,1.0,3500.0,24000.0,-2.0,-1.5,0.06396636915459461
230.0,2.25,2500.0,24000.0,-1.5,-1.0,0.16150635117001344
200.0,2.0,3000.0,42200.0,-2.5,-0.25,0.17781099186902313
160.0,1.25,3500.0,34800.0,-2.5,-1.25,0.11541994496056414
220.0,1.5,2000.0,26700.0,-5.0,0.0,0.015445939742987785
210.0,2.25,3500.0,37400.0,-5.0,-1.5,0.5244979403930176
250.0,1.5,5000.0,26700.0,-3.0,-1.0,0.47607538813072925
130.0,1.5,5000.0,32800.0,-1.5,0.0,1.4699475714598669
160.0,2.25,5000.0,30100.0,-2.5,-0.5,4.478077836871644
190.0,2.0,1500.0,39600.0,-1.5,-1.5,0.012633415537514889
230.0,2.25,1500.0,34800.0,-4.0,-1.25,0.015917670376845813
220.0,2.25,3500.0,34800.0,-1.5,-0.5,0.5310133871570146
160.0,2.0,3500.0,26700.0,-3.0,-0.5,0.762808244952208
100.0,1.5,4000.0,26700.0,-5.0,-1.5,2.4378813468833544
170.0,2.0,5000.0,34800.0,-3.5,-0.25,2.2585438157434083
