d,h/d,b,E,ll,sdl,max_uz
150.0,1.25,1500.0,39600.0,-5.0,-0.25,0.005675825012108109
180.0,2.25,4000.0,26700.0,-3.0,-0.25,1.7942936174918303
250.0,1.5,3500.0,37400.0,-3.5,0.0,0.07526618946260008
150.0,1.25,4000.0,30100.0,-3.5,-1.25,0.2691092943294997
200.0,1.25,3500.0,30100.0,-3.0,-1.0,0.08359127453507563
170.0,1.0,2000.0,26700.0,-4.0,-0.25,0.008286806145235644
180.0,1.75,3000.0,34800.0,-5.0,-1.0,0.17310240965625687
250.0,2.25,5000.0,32800.0,-5.0,-1.25,1.9416574689087809
180.0,1.0,3500.0,24000.0,-1.5,-0.5,0.08043324882385314
100.0,1.5,5000.0,30100.0,-3.5,-1.25,3.959057162808792
220.0,1.5,3000.0,34800.0,-5.0,-1.25,0.06006635927845465
230.0,1.75,4000.0,37400.0,-3.5,-1.5,0.2892915903728605
140.0,2.0,3000.0,34800.0,-3.5,-0.25,0.4714753101788236
190.0,1.25,4500.0,32800.0,-5.0,-0.25,0.25076177792504367
240.0,2.25,3000.0,24000.0,-4.0,-1.0,0.3328904843195282
120.0,1.0,5000.0,30100.0,-2.0,-1.25,0.5759401765966602
220.0,1.5,5000.0,32800.0,-5.0,0.0,0.49285279596098336
230.0,1.0,1000.0,26700.0,-3.0,-1.5,0.00028354252498616507
220.0,1.5,2000.0,39600.0,-1.5,0.0,0.010414307857086365
110.0,1.75,2500.0,24000.0,-2.0,-1.5,0.2764496454850112
100.0,1.25,4500.0,34800.0,-3.0,-0.25,0.9456567721231184
100.0,1.0,3000.0,30100.0,-3.0,-1.5,0.128659890246206
140.0,2.0,2500.0,42200.0,-3.0,-1.25,0.16661538049241803
170.0,2.25,1000.0,26700.0,-2.5,0.0,0.008137243367135519
160.0,1.0,3000.0,37400.0,-3.5,-1.0,0.03250293590535279
180.0,1.5,4500.0,26700.0,-3.5,-1.0,0.5520601421627405
250.0,1.25,4000.0,37400.0,-4.0,-0.25,0.07796974100095662
210.0,1.0,5000.0,30100.0,-2.5,-0.5,0.18422409651380245
110.0,1.75,1000.0,34800.0,-1.5,-0.25,0.004414324896183063
