PS:PAN ratio,Feed rate(mL/h),Distance(cm),Mass fraction of solute,Mass fraction of SiO2 in solute ,Applied voltage(kV),Inner diameter(mm),wca,q,sigma
0.8456257934386737,0.5325541687013949,0.9292866032707384,0.7351732002841471,0.0448966393919179,0.8914083657352763,0.5817311724803027,144.33568849180207,69.541638768562,3.639269962926786
0.8247824760478634,0.3537666748844002,0.843332803905679,0.9387445310904624,0.0372112545910802,0.5924352858455636,0.891282966061909,130.42796977924758,71.25706385087383,6.192997951945912
0.96675584018344,0.673920966492711,0.9733290603589122,0.7128497388665019,0.0551826557260227,0.6847887907296805,0.6625630382467835,160.40457926913052,90.56367351028075,-2.041153778219833
0.4627090104742492,0.3774257748266889,0.7110099986884169,0.937911446341964,0.6072641367426667,0.9779687685933576,0.3161662507804503,191.53899084599323,225.37251420440435,-8.842269861648017
0.823129120237192,0.9854452316666106,0.90965589018579,0.8244312799898212,0.5621890173743845,0.7195818010464017,0.4513877772168714,142.279617329996,38.55551933770289,-0.21612431003342003
0.9556019201649262,0.858406930291486,0.7487484222331223,0.8851721753919253,0.002939046945696,0.7252294756621691,0.6100486125799824,143.52021752612586,64.38949777547543,2.019678511283951
0.7003906880572187,0.5076699041696133,0.8868636974738874,0.9989907484232629,0.0154012470950839,0.7749181558171019,0.7975784121157534,128.98448760774394,78.55121453114248,4.937460293664344
0.6219544674276225,0.919779182427426,0.9669328684299556,0.7882262007580338,0.7222449867787898,0.937996291876777,0.321410153173688,128.14426421250192,118.10842596367974,0.6066276941267859
0.7724894758011653,0.5348903386154529,0.9642920395617935,0.7797324709597104,0.3410865698987221,0.709135673806647,0.9182624477464972,154.43510338790145,36.093587827128005,0.5813218521236045
0.846042427552025,0.8188036953798614,0.7196992739614119,0.7548410032492439,0.1139338606477802,0.7370545117501388,0.8672262829966002,153.95197466368745,26.46418814799182,2.979767255961722
0.4927658008304947,0.630748639685893,0.550641409051821,0.9651411855093368,0.1485477183830683,0.845477291488874,0.5146045940108677,164.2003712810623,119.41243864350511,-6.267197911702139
0.4906894897561407,0.8592862682191532,0.5906917726057855,0.8645743145772996,0.910103522652986,0.9802230906662804,0.5830077184327529,148.85628942764276,202.97557561940937,-18.58646786646969
0.792701466536414,0.4751490123737467,0.9348373919525628,0.8660510087717334,0.9676866519701542,0.7038888801101126,0.5118672380937754,153.04738341136067,45.38610444050053,4.676799329560129
0.452812058029646,0.8027648783505554,0.5094016536857089,0.6814748423703757,0.4584271624090785,0.9544383822408152,0.970812259219944,179.70389264547893,124.99741656289652,-16.699124624308386
0.4558883567730585,0.6915048776845991,0.800313149674259,0.7156190422105334,0.963134832837481,0.9862158531090076,0.6250309953078084,134.135217986567,194.6380655565863,-13.622231807930753
0.6110318068644557,0.5084711264108654,0.7429502041869889,0.8584970271978806,0.0063995517130316,0.9726251869461668,0.3707984869000816,152.9110215374065,93.18537471391483,-0.5746964083063801
0.5492926266350773,0.8748570587841904,0.7918712406664736,0.7998939834767453,0.1460999039373621,0.7819720170122538,0.5002057529945603,152.57544781503438,65.62500221748562,0.3239154812951064
0.8721043818744971,0.9623213621762576,0.7061576090246553,0.8752138625369743,0.8606675373158248,0.957644594301826,0.9696218122712996,106.85249999657788,-23.932056051551,-10.103541381793914
0.8840992536609297,0.8667273274879344,0.9227117450138358,0.703079109955888,0.7297147100592949,0.8792680607881742,0.466293783977036,134.35606598313487,57.26732560033594,-0.1159052845296138
0.5267732908548098,0.5575129857890998,0.5250542896050269,0.7286832285531937,0.5152999759759006,0.7219855514228588,0.3464086523691778,161.1362658727094,100.99409730536158,-2.626205253896096
0.5086114543731902,0.6415605805669238,0.6419822947555833,0.8682341160827255,0.9651621184283036,0.7351693953599291,0.7570594226611637,138.3698130102168,54.21597326005988,-8.798497496366588
0.640037763256361,0.6784542625771744,0.9757459382461884,0.674326801975188,0.851130058597375,0.9517849453943096,0.683482987160978,124.18825222571786,99.38275234194458,-4.755432267351377
0.7312175664152937,0.4904680555017403,0.6098274561306877,0.8488297498411679,0.7150866719335441,0.6420167352292085,0.5366105875589425,154.5698543145553,50.002114437081744,0.7820111341505722
0.738486528225897,0.5290821870282978,0.8822584014486954,0.8514174483449553,0.8556191600848408,0.9475168444522464,0.3346566435177118,159.1239085623154,150.69317113649956,1.7436190681690604
0.6457970369363267,0.3637269993717522,0.5182879237874377,0.703458430623883,0.3934965478738173,0.5900826770349274,0.9019224983407328,141.99578449192558,6.23373440766656,3.379394901205014
0.6752381730713539,0.500680195543459,0.5441215066599051,0.9871399322085236,0.1334264484484908,0.7292064822195383,0.5417559805431935,140.3287778431879,76.75865186635616,0.19973223897537906
0.6346780842912695,0.6433207830261429,0.7000959698996762,0.989068487889685,0.2154532489103215,0.9506607742883482,0.5277006263263703,163.00412988423383,123.52206271985608,-4.603097212162854
0.5854630391273203,0.7146425753949291,0.9324619840282612,0.6809965829050786,0.6306942534456592,0.8856258576715967,0.3636457323201397,151.121812228769,110.97714456792991,0.04059914079803306
0.7832357617282256,0.4805571493133521,0.6807368483282507,0.6701150936212263,0.1081973182896579,0.948368783193758,0.8873959704377249,146.3225482019678,60.05065940751365,1.9755385991617302
0.5824842009819884,0.682747952825461,0.8450946372117227,0.7540253704165437,0.1054277489563113,0.932465188252327,0.7087891914242217,149.7203850206601,94.19205588564876,-0.6622948782400329
0.6677883921984926,0.9852521118740752,0.8279687114692219,0.872088087797413,0.0046886188840871,0.9451772170987064,0.9605356690696288,144.81945100742368,113.11060968527158,1.9013511431666075
0.7214818203869499,0.4255250915687234,0.562507665363046,0.7718798498464887,0.7437839114278136,0.7809356015459857,0.357020885633375,163.06884610798548,125.29244890643324,-0.5133434522278648
0.6022688934253138,0.6861880530809714,0.6014972059569084,0.840463201099298,0.7699703741562766,0.7757882752299831,0.7312632353355195,150.64705892387883,54.73227631469112,-7.2648701082479405
0.6195865598102566,0.3783448661327999,0.5216454159121575,0.8383305457411043,0.891305450741695,0.77900926861597,0.620119095076884,158.22728594567917,123.83582269542639,-6.208548342308044
0.5672758079803251,0.9714794383175618,0.8189258778298546,0.7488095061826289,0.591188046360762,0.9115598107280334,0.4103932101961609,143.0980777153912,104.25173515575207,-3.322178391892507
0.5795234191150054,0.3522411325700374,0.6998103907069825,0.7563411051602902,0.0677695976542923,0.707199812792685,0.8210602661343317,132.51282760863086,65.70655803877779,4.93849185316714
0.5584741913892878,0.8588182105754897,0.7344268627704045,0.7824576379607817,0.7853152562250748,0.961765711349651,0.7771248325450806,136.35690447100876,116.04112040775323,-13.068769830784682
0.595630441511923,0.865121397497329,0.8235558931015545,0.6684816902040202,0.4578007141241786,0.7213886788226185,0.9156446227277124,154.7014296378498,0.23733350320634372,-3.826715183832235
0.8312360738331466,0.9549930487995126,0.549183763744587,0.9164869182024116,0.8360341775521895,0.8881440393765517,0.6663084155138665,124.68986092178808,23.48707891480558,-7.417791597561317
0.5111982680431817,0.674219988396677,0.9356372595875388,0.7881599946388976,0.9676329592528958,0.5945670267933442,0.4282743996940618,133.6820635336867,56.76161462257811,4.802812972785297
0.7822794305885239,0.5210716813706673,0.9147953930922188,0.7564198095610338,0.0221928227582523,0.9318322160744787,0.5766819459718955,141.20165603946566,74.36076941592853,3.9531449174437654
0.7134564248075416,0.7660649439201879,0.7440026609639951,0.6835917815968355,0.2508267324618352,0.9095158035375848,0.6547841293293049,157.96453197770208,62.263167291924105,-1.2020171163354085
0.5372242793826588,0.7247989745172171,0.9626421821183836,0.7471830330127045,0.8121320146450659,0.8335833318236205,0.7229912242955143,124.37403310002887,63.69596163712262,-4.431978151070124
0.6157404828580766,0.359849331630149,0.7540650223638767,0.7789267717613283,0.1317005299027542,0.6923340224464716,0.9507028966857538,136.2116348785067,61.99141617427614,4.973640026045631
0.617840235691851,0.485590079412879,0.8208288133161044,0.9783082964109896,0.034062833900068,0.9035698034679326,0.9277333174444288,124.9861511100361,119.69763079880897,2.23117960031443
0.6042994010071413,0.9066728583495008,0.819051303764423,0.8856197157349935,0.3856950050204266,0.6035322700067269,0.4297209188483458,150.16085185108162,46.1918527122603,0.8516606988072208
0.4926744901881736,0.7111365980770927,0.5901953301443041,0.8824843327583272,0.9699414514016134,0.7305674434119408,0.9954942132987128,128.89933667702357,-0.013660830772181498,-13.855428761568938
0.749819365457667,0.4413343508245199,0.5249346470397955,0.9298578714812856,0.5678006725876867,0.6679519596772187,0.4379746507902438,152.89054952035914,75.32974825850877,-0.07465699436105488
0.7782091191406468,0.79550613888497,0.91046566158132,0.9910983473287992,0.7896389746836499,0.9161588258292672,0.6190269826250226,126.28235560921874,46.061915792448474,-3.3361042594101242
0.521693654712318,0.7042101938753317,0.9511436619950596,0.8759320103859916,0.6073342841073377,0.8398996907579666,0.9422150853702812,123.47486176448939,54.653355703643314,-6.005883025596766
0.4592156956961865,0.8929649633489811,0.5495572182404553,0.8514724146231096,0.9825925606824012,0.8424900663629324,0.5219500265187261,138.37176798291472,141.1143466820785,-13.357919527103332
0.703031885120632,0.9599177741405136,0.841386501083623,0.928701767879332,0.2748667336733316,0.611800474679413,0.4234616648414866,150.80694067092287,53.54338921386048,0.40934980349138783
0.6507649460597261,0.9473887418999506,0.9593404029692684,0.9326206219377068,0.0056711874453955,0.9934553859518392,0.7570641749414071,130.66647584199382,119.9404930315659,1.8081058520977784
0.5056413071612961,0.568717080424837,0.534994554380785,0.8852904506677708,0.0531870246264531,0.8839629747296076,0.6180373564542023,156.5560973755228,120.13930600076668,-4.831479375076132
0.4867602142247326,0.9031081470311506,0.7390925081562012,0.7223246716768704,0.000696890221191,0.7998084626634698,0.9067851301332372,156.8515196006129,66.13211971285034,0.9479293544140361
0.9893079939125302,0.7741781486275265,0.679194035095768,0.9855960414845976,0.5566181209179822,0.642243613075262,0.9347832801341628,146.27362130165238,-92.14242801870034,-2.372047776648424
0.8860421730115644,0.9738192585965924,0.8231574332743969,0.9776947653534932,0.1671704277345573,0.9652999242718664,0.4546037401499968,147.66836579397759,82.87660315526551,0.442610870739756
0.778402945965937,0.3549195984010745,0.7207617767408004,0.8974097587807233,0.7524760356903469,0.747568347323192,0.4190898328940291,168.27237371019223,96.88126218576663,2.640808111075163
0.671798507811656,0.993687367731242,0.9744431922079256,0.7554894747854736,0.485055771021478,0.8599640869320796,0.4319275420646695,135.16044805514278,72.23435585136826,0.33798835693931295
0.9621608163584856,0.5995444453108817,0.8345895893731083,0.9789979013651398,0.9640328089012384,0.6480756242067092,0.4560126031382205,152.4857182802738,-7.433631178358212,1.5217106481647473
0.7550456074836078,0.9518660163850896,0.7586723416740128,0.6985005956001301,0.9508502485020256,0.6101935108469828,0.3621404077406207,115.17709662755345,26.104760353666023,2.5533627896004933
0.7699958205039972,0.5196496099582577,0.662300395378493,0.8787697362154425,0.3668879511829395,0.7867829156921895,0.6036916700380743,155.53148521940358,65.00800288274192,0.03380292638289717
0.5859193223922056,0.5507179917671848,0.5354173879498774,0.9053547487591636,0.7654416465129075,0.6979161456833587,0.4619013028903213,159.3489978790099,98.55268800145797,-3.725052729696708
0.7519781287529009,0.7165584445581283,0.8908849642522298,0.7090553359097737,0.5800164338194903,0.9447681031276712,0.5783821466661254,149.1248634134066,85.13312116260727,-2.0229946340455456
0.8048993599172172,0.4306591781186719,0.9234883217946522,0.7174038808293964,0.259187451061207,0.5764272386673555,0.556582610113636,162.99454634579132,88.40060515765842,1.1814414856200433
