d,h/d,b,E,ll,sdl,max_uz
220.0,1.0,2500.0,30100.0,-2.0,-1.0,0.010749117391584385
120.0,2.25,1000.0,32800.0,-2.5,-1.0,0.013872491300291908
240.0,2.25,5000.0,37400.0,-2.5,-1.5,1.661109573654008
100.0,2.0,1500.0,32800.0,-5.0,-0.5,0.11412781090836738
210.0,1.25,3500.0,26700.0,-2.0,-0.25,0.08871348613226132
140.0,1.25,3000.0,26700.0,-5.0,-1.5,0.15573106331029818
190.0,2.25,5000.0,39600.0,-3.0,-0.25,2.484347075579466
130.0,2.0,1000.0,34800.0,-3.5,-0.5,0.007223716917578017
230.0,1.5,2000.0,30100.0,-4.0,-1.25,0.012913034751850912
240.0,2.25,4000.0,37400.0,-5.0,-0.5,0.6877843858753139
190.0,1.5,4500.0,34800.0,-3.0,0.0,0.39615743208783505
150.0,1.75,2500.0,37400.0,-5.0,0.0,0.1399232715453035
230.0,1.5,5000.0,42200.0,-4.0,-1.0,0.36103377746477894
160.0,1.75,4000.0,37400.0,-3.0,-1.0,0.5524256595677155
250.0,1.75,4000.0,39600.0,-3.5,-0.25,0.2279496505912318
170.0,2.25,4500.0,26700.0,-2.0,-0.5,2.991926744369438
210.0,1.25,1000.0,32800.0,-2.0,-0.25,0.0005084208876765657
250.0,1.75,1500.0,37400.0,-2.5,0.0,0.004305284527266464
220.0,2.25,3500.0,34800.0,-1.5,-1.25,0.5310133871570146
100.0,2.0,2000.0,24000.0,-2.5,0.0,0.24681122592559698
170.0,1.75,3000.0,39600.0,-3.0,-1.5,0.15047927030413039
190.0,2.0,4500.0,37400.0,-2.5,-1.25,1.086332039599024
150.0,1.0,1500.0,37400.0,-4.0,-0.5,0.002666792992235254
250.0,2.0,3500.0,42200.0,-5.0,-0.5,0.21086420388447794
140.0,1.75,3000.0,26700.0,-2.5,-0.25,0.3196783649426474
180.0,1.0,2000.0,34800.0,-4.0,-1.5,0.0058917068641962805
100.0,1.0,3500.0,34800.0,-3.0,-1.25,0.20586877429601053
160.0,2.0,4500.0,39600.0,-4.0,-1.5,1.5618782399182207
220.0,2.25,4000.0,32800.0,-3.0,-0.25,0.9454336813048976
100.0,1.0,3000.0,26700.0,-3.0,-1.0,0.14504354668409075
150.0,1.75,2000.0,30100.0,-3.5,-1.0,0.05178169436626237
130.0,1.75,4500.0,37400.0,-2.5,-0.25,1.49096057257029
150.0,1.25,2500.0,26700.0,-3.0,-0.25,0.04717385490241874
230.0,1.75,1000.0,39600.0,-3.0,0.0,0.0010062371060509904
220.0,1.25,2000.0,32800.0,-2.5,-0.5,0.007002720422827362
220.0,1.25,2500.0,42200.0,-4.0,-0.5,0.013313680115907705
210.0,1.0,1500.0,24000.0,-3.5,-1.5,0.001817384437128089
250.0,1.25,2500.0,39600.0,-5.0,-0.25,0.011628150698360887
120.0,2.25,5000.0,26700.0,-2.5,-0.5,9.307190720478236
140.0,1.25,2000.0,24000.0,-4.0,0.0,0.028567351139504635
120.0,1.75,4000.0,39600.0,-4.0,0.0,1.37411778136259
100.0,1.25,4000.0,37400.0,-1.5,-0.25,0.48731088128817535
100.0,1.75,4500.0,42200.0,-1.5,-1.5,2.1772917697655148
210.0,1.0,2500.0,24000.0,-4.0,0.0,0.014307907103011304
110.0,1.5,2000.0,34800.0,-1.5,0.0,0.04375666749525809
150.0,2.0,3000.0,30100.0,-2.5,-1.25,0.4431819184289521
100.0,2.25,1000.0,39600.0,-2.0,-1.25,0.0174887412185458
190.0,2.0,3500.0,39600.0,-2.0,-0.25,0.3753883364980798
160.0,2.25,5000.0,34800.0,-5.0,0.0,5.16437329037352
110.0,2.0,3500.0,34800.0,-3.5,-0.5,1.8010645925735254
100.0,1.25,4500.0,30100.0,-3.5,-0.25,1.523960946416535
210.0,1.25,4500.0,32800.0,-4.0,-0.5,0.1857223879561416
240.0,1.0,1000.0,32800.0,-1.5,-1.0,0.0002031446564525172
220.0,1.25,2000.0,42200.0,-3.5,-1.25,0.005442872745712627
170.0,1.0,5000.0,26700.0,-4.0,-0.5,0.3262357445584718
140.0,1.0,1000.0,30100.0,-1.5,-0.25,0.0006372712419812975
120.0,2.0,1000.0,24000.0,-5.0,-1.25,0.017756353239552623
230.0,2.25,5000.0,39600.0,-1.5,-1.25,1.6551609489894896
150.0,2.0,5000.0,34800.0,-1.5,-1.25,2.958993538779724
160.0,1.75,1500.0,42200.0,-3.0,-0.25,0.009783763576681568
130.0,2.0,1500.0,26700.0,-2.0,-0.5,0.04254345470322067
190.0,2.25,3500.0,37400.0,-2.5,0.0,0.6490373417265718
140.0,1.5,3500.0,37400.0,-3.0,-1.5,0.244779356040068
170.0,1.75,5000.0,30100.0,-4.0,-1.5,1.535939059855537
180.0,1.25,2000.0,37400.0,-3.5,-1.0,0.00948787358109194
110.0,2.25,5000.0,32800.0,-5.0,-1.5,16.86183826113122
210.0,1.0,4500.0,32800.0,-4.0,-0.5,0.11071707220996974
120.0,1.0,2500.0,34800.0,-3.5,-0.5,0.03966281360193688
100.0,1.0,4500.0,24000.0,-1.5,-1.0,0.7006563838932545
190.0,1.75,3500.0,24000.0,-3.5,-1.5,0.3503906169314595
170.0,1.5,3000.0,42200.0,-2.5,-1.25,0.08258021864681825
140.0,2.25,1500.0,37400.0,-4.0,0.0,0.05051765673257155
130.0,1.5,2500.0,24000.0,-3.0,-1.0,0.10772669919784021
200.0,2.0,4000.0,42200.0,-2.0,-1.25,0.5621328564913483
130.0,2.25,4500.0,32800.0,-1.5,-1.0,5.049636983444001
120.0,1.0,5000.0,24000.0,-3.0,0.0,0.7223249715370083
130.0,2.0,4000.0,42200.0,-3.5,-1.25,1.5351830408372356
180.0,1.25,2500.0,32800.0,-1.5,-1.25,0.02448552558511749
250.0,1.5,3000.0,34800.0,-2.0,0.0,0.04723100999020376
110.0,1.5,4000.0,39600.0,-3.0,-0.25,0.7203895070014511
200.0,2.25,1500.0,42200.0,-2.0,-0.25,0.01689231432411156
180.0,1.75,5000.0,34800.0,-4.0,-1.25,1.119155634440056
180.0,1.0,1500.0,24000.0,-2.5,-1.25,0.0026454442443245027
230.0,1.5,5000.0,30100.0,-1.5,-0.5,0.5061669570085293
230.0,2.0,2500.0,30100.0,-3.0,-1.5,0.09219337040268352
160.0,2.25,1000.0,24000.0,-5.0,-1.0,0.012765023846587047
200.0,1.75,2000.0,24000.0,-3.5,-1.25,0.03653036719728327
240.0,2.0,4000.0,39600.0,-2.0,-0.5,0.40444482883557664
240.0,1.75,4500.0,26700.0,-3.0,-1.0,0.5808458364449477
250.0,2.0,2000.0,42200.0,-3.5,0.0,0.022458651838959325
240.0,2.0,1500.0,30100.0,-5.0,-1.25,0.010495711866678442
150.0,2.0,5000.0,39600.0,-2.0,-1.5,2.600327656533211
140.0,1.75,3500.0,30100.0,-4.0,-0.5,0.7060131667882715
200.0,1.75,1000.0,26700.0,-5.0,-1.5,0.0021102088702787416
180.0,1.5,3000.0,26700.0,-4.0,-1.0,0.1209481283145672
210.0,1.75,5000.0,26700.0,-3.5,0.0,1.1022988272374352
120.0,1.0,2000.0,30100.0,-1.5,-0.5,0.01462961884140722
240.0,1.5,4000.0,24000.0,-1.5,-1.0,0.22888938306944887
120.0,2.0,3000.0,34800.0,-5.0,-1.5,0.9982471072164557
150.0,2.25,4000.0,34800.0,-3.5,0.0,1.9463417218890724
190.0,1.0,2000.0,32800.0,-5.0,-0.25,0.005798181479894599
180.0,2.25,3500.0,42200.0,-2.0,0.0,0.615146537548301
130.0,1.5,3500.0,34800.0,-4.0,-1.5,0.4142388240051263
200.0,1.25,4000.0,30100.0,-1.5,-0.5,0.15137397805995415
250.0,1.75,3000.0,26700.0,-5.0,0.0,0.09829065061388716
170.0,1.0,4500.0,34800.0,-1.5,0.0,0.16392268785092953
250.0,1.5,1000.0,39600.0,-2.5,-1.5,0.0004966250731450973
220.0,2.25,5000.0,26700.0,-5.0,-1.5,2.805043637398381
160.0,1.75,1000.0,39600.0,-3.5,-1.0,0.002148607034027008
220.0,1.25,1000.0,37400.0,-3.5,-1.5,0.0003632041015430814
200.0,1.0,2500.0,26700.0,-3.0,-1.0,0.014888261537331315
220.0,1.25,4500.0,24000.0,-3.5,-0.5,0.253084635859533
110.0,2.0,5000.0,24000.0,-2.0,-0.25,7.25298003946539
190.0,1.75,4000.0,26700.0,-4.0,-1.25,0.5647854557988542
110.0,1.25,2000.0,34800.0,-4.0,-1.0,0.04061701677615834
150.0,1.25,1000.0,32800.0,-1.5,-1.0,0.0009005690864081306
250.0,1.0,3500.0,30100.0,-3.0,-1.5,0.032641974427856
160.0,2.0,2000.0,42200.0,-3.5,-0.25,0.05140377465306748
180.0,2.25,4500.0,26700.0,-4.0,-0.25,3.0926541809407393
130.0,1.25,4000.0,24000.0,-1.5,-0.5,0.4608665088617918
120.0,1.25,3500.0,24000.0,-3.0,0.0,0.30854648661176903
200.0,2.25,1500.0,42200.0,-3.0,-1.0,0.01689231432411156
170.0,1.0,1500.0,34800.0,-2.5,-0.5,0.0019688320772517642
220.0,1.5,4000.0,30100.0,-2.0,-1.25,0.2200145457148145
170.0,1.25,1000.0,39600.0,-2.5,-1.25,0.0005701730972649109
230.0,1.25,2500.0,26700.0,-2.5,0.0,0.01841551387332717
110.0,1.0,3000.0,39600.0,-1.5,-1.0,0.06297811261380998
160.0,1.0,3000.0,32800.0,-1.5,0.0,0.03706127447787252
100.0,2.0,3500.0,42200.0,-3.5,0.0,1.9768519104632443
180.0,1.75,2500.0,32800.0,-5.0,-0.5,0.09233024142939374
240.0,1.5,1500.0,39600.0,-2.5,-1.5,0.002835162303579503
190.0,1.5,3000.0,37400.0,-3.0,-1.5,0.07341681226467023
210.0,2.0,3000.0,37400.0,-2.5,-0.25,0.17331316611559108
250.0,1.5,3500.0,42200.0,-5.0,-1.0,0.06670510629796403
130.0,1.5,3500.0,32800.0,-2.0,-1.25,0.3899355078319873
160.0,1.5,3000.0,37400.0,-2.5,-1.0,0.10058800687260318
230.0,1.25,1500.0,37400.0,-3.5,-1.25,0.0018059468166542918
170.0,2.0,1000.0,34800.0,-5.0,-0.5,0.004307078110554427
140.0,2.25,4500.0,30100.0,-2.0,0.0,3.8014419714227228
120.0,1.5,1500.0,39600.0,-1.5,-1.0,0.012120582881433362
210.0,1.0,2000.0,32800.0,-2.5,-1.5,0.0042943231584532905
170.0,1.5,1500.0,24000.0,-5.0,-1.5,0.0114117356930982
140.0,2.25,2000.0,32800.0,-3.5,-1.5,0.15825051105403357
240.0,2.25,2500.0,42200.0,-2.0,-0.25,0.09544366522081846
140.0,1.75,4500.0,39600.0,-1.5,-1.25,1.1274272447288929
230.0,1.5,3000.0,32800.0,-2.5,-0.25,0.06006284884870152
180.0,1.25,1000.0,42200.0,-2.0,-0.25,0.0004963903514117886
200.0,1.5,2500.0,24000.0,-2.0,-1.0,0.05472731222066351
110.0,1.5,2500.0,30100.0,-3.0,-0.25,0.141522064002442
200.0,1.0,2500.0,30100.0,-5.0,-1.25,0.013206530998111426
