d,h/d,b,E,ll,sdl,max_uz
250.0,1.0,5000.0,32800.0,-4.0,-0.25,0.12525266015443282
160.0,2.0,2500.0,26700.0,-1.5,-1.25,0.19846912741875675
160.0,2.25,2000.0,24000.0,-1.5,0.0,0.14488782141021278
130.0,1.25,1000.0,24000.0,-5.0,0.0,0.002928962516638693
230.0,2.25,1500.0,42200.0,-2.0,-1.0,0.013126420120968717
240.0,1.0,1500.0,34800.0,-3.0,-1.25,0.0009796021986224384
110.0,1.5,1000.0,39600.0,-2.5,-1.0,0.0023320110497052635
180.0,1.5,4500.0,42200.0,-4.0,0.0,0.34928923688654645
200.0,2.0,5000.0,42200.0,-3.5,-0.25,1.3725663152074887
220.0,2.25,2500.0,42200.0,-2.5,-1.5,0.11583836075991455
220.0,1.25,4500.0,34800.0,-3.0,-0.5,0.17454112818880724
150.0,2.25,3000.0,32800.0,-2.5,0.0,0.6413767324904508
200.0,2.0,1500.0,30100.0,-4.0,-0.25,0.015545648661990255
140.0,2.0,4500.0,42200.0,-3.5,-0.25,1.969011534641547
200.0,2.0,4500.0,42200.0,-5.0,-1.0,0.9004946071019405
150.0,2.25,1000.0,39600.0,-3.5,-1.25,0.0072854734622908555
130.0,1.0,1500.0,39600.0,-4.0,-1.5,0.0038690954313839176
180.0,2.25,4500.0,39600.0,-3.0,0.0,2.0851986534341393
200.0,2.0,2000.0,30100.0,-3.0,-1.0,0.04919825101566925
210.0,1.25,4000.0,30100.0,-5.0,-1.0,0.1307625337101484
180.0,2.0,1500.0,32800.0,-2.5,-1.25,0.017938470507566275
190.0,1.5,1000.0,30100.0,-3.5,-1.5,0.0010914855276094285
210.0,1.25,3500.0,24000.0,-1.5,-0.5,0.09869375332117822
170.0,1.5,2500.0,26700.0,-1.5,-1.5,0.06775342257702603
150.0,2.0,3000.0,34800.0,-2.5,-0.25,0.3833268892453687
190.0,1.0,4000.0,32800.0,-3.5,-1.5,0.08564003185165625
210.0,1.0,1500.0,37400.0,-2.5,-1.5,0.0011662360024349136
100.0,2.25,2500.0,32800.0,-5.0,-0.5,1.3272367709847297
110.0,1.25,1500.0,24000.0,-2.5,-1.5,0.011873497571847151
170.0,2.0,3500.0,37400.0,-3.5,-1.5,0.5044588112229904
100.0,1.5,4000.0,39600.0,-2.0,-0.5,0.8218615145587788
130.0,1.0,3500.0,24000.0,-2.5,-1.5,0.1552817336509398
180.0,1.25,2000.0,24000.0,-5.0,0.0,0.016129385087857925
220.0,2.25,3500.0,26700.0,-4.0,-0.5,0.6921073358547953
250.0,1.25,2000.0,30100.0,-5.0,-0.25,0.006000259859110978
200.0,2.25,3000.0,39600.0,-2.0,-1.25,0.3299286555512185
140.0,1.75,5000.0,39600.0,-4.0,-0.5,2.0902967817150424
220.0,1.75,4000.0,34800.0,-2.0,-0.5,0.32988225122545134
230.0,1.25,2500.0,37400.0,-3.5,-1.0,0.013146904289575856
130.0,1.5,4500.0,39600.0,-3.5,-1.5,0.9818078910692918
120.0,1.0,3000.0,24000.0,-2.5,0.0,0.09338017690103192
120.0,1.25,4000.0,30100.0,-4.0,-0.5,0.5840045449841543
150.0,2.25,3500.0,42200.0,-1.5,-1.25,0.9564575188199501
230.0,2.25,4000.0,24000.0,-2.5,-0.5,1.2177633233038367
130.0,1.75,2000.0,32800.0,-3.0,0.0,0.06488736027727746
230.0,1.0,1500.0,30100.0,-2.5,-1.25,0.0012868049315436663
150.0,1.0,4000.0,32800.0,-2.0,-1.25,0.14240120689717084
160.0,2.0,3500.0,26700.0,-5.0,-0.25,1.0170776599362776
