d,h/d,b,E,ll,sdl,max_uz
140.0,1.5,5000.0,39600.0,-5.0,-1.25,1.4622368070640839
210.0,1.75,2000.0,26700.0,-3.0,0.0,0.02836521768485664
220.0,1.5,2500.0,24000.0,-2.0,-0.25,0.04428694424283068
230.0,1.5,5000.0,34800.0,-3.5,-0.5,0.43780532778278264
240.0,1.0,2000.0,39600.0,-3.5,0.0,0.0027799970146874064
210.0,2.0,3500.0,34800.0,-2.0,0.0,0.345134358787282
250.0,1.5,1500.0,26700.0,-3.5,0.0,0.0037202793322340336
140.0,2.0,3500.0,30100.0,-3.5,-1.25,1.010033981169831
150.0,2.25,4000.0,24000.0,-5.0,-1.25,3.762927330073071
220.0,2.25,3000.0,24000.0,-4.0,-1.25,0.43713408188990766
110.0,2.0,4500.0,30100.0,-1.5,-1.0,3.794102052487824
190.0,1.0,1000.0,39600.0,-1.5,-1.5,0.00026645362474232807
100.0,1.5,2000.0,37400.0,-3.0,-1.25,0.06322323668708468
130.0,1.75,3500.0,42200.0,-5.0,-1.25,0.6789784919783989
170.0,1.0,5000.0,24000.0,-3.0,-1.5,0.3629372657693148
180.0,1.25,2000.0,26700.0,-1.5,-1.0,0.01329013003496038
150.0,1.25,5000.0,34800.0,-4.0,-0.25,0.6285041521593716
210.0,2.25,5000.0,39600.0,-3.0,0.0,2.007260547979869
150.0,2.0,1500.0,34800.0,-3.5,0.0,0.023904164736941104
160.0,1.0,1500.0,39600.0,-1.5,-1.25,0.0018677642569522213
230.0,1.0,2500.0,42200.0,-4.0,-0.5,0.0072259685706453315
210.0,2.0,5000.0,42200.0,-2.0,0.0,1.1856743876927556
190.0,1.75,2000.0,24000.0,-3.0,-1.5,0.03905662041852783
100.0,1.75,2500.0,30100.0,-5.0,0.0,0.5867712608224844
250.0,2.25,2000.0,37400.0,-1.5,-0.25,0.040621896314720955
150.0,2.0,2500.0,24000.0,-4.0,-1.5,0.2977396279166582
240.0,1.25,5000.0,26700.0,-5.0,-1.0,0.2799910965426465
130.0,2.25,3500.0,42200.0,-2.5,-1.5,1.3060412171665825
190.0,1.25,4500.0,34800.0,-2.5,0.0,0.23156820001084985
180.0,1.25,2500.0,37400.0,-3.0,-1.0,0.02147393687647804
230.0,1.0,3500.0,30100.0,-3.0,-1.5,0.03912458237199973
210.0,2.25,1000.0,26700.0,-2.0,-0.5,0.005074855427368993
100.0,2.0,4000.0,37400.0,-2.5,-1.5,2.53711300164422
100.0,1.0,2000.0,32800.0,-5.0,-0.25,0.039769726770472816
170.0,2.0,2000.0,26700.0,-5.0,-0.5,0.09031255337080138
150.0,1.5,3000.0,39600.0,-3.5,-1.0,0.11529455299942103
200.0,2.25,1500.0,24000.0,-1.5,-0.5,0.02970231935388688
200.0,2.0,1000.0,39600.0,-1.5,-1.0,0.0023244680604471704
160.0,1.25,1500.0,39600.0,-5.0,0.0,0.0046767356972301855
