,f_res
3878,28.41279489402618
1813,55.61738862981612
1717,46.60128625907229
12596,80.21733923535486
14655,77.27896625861399
69,55.38038988568065
6925,43.66753061486303
2614,36.003925424875554
6011,41.31155185901397
6751,104.49117356504327
7286,32.571321975627576
11160,28.008287095072415
582,39.982162998017
629,86.69056754918611
9732,85.21024005951398
725,6.071780603743848
17659,31.967700714940385
18543,27.542400360898103
3203,79.07036035076607
8228,49.730479155141865
96,19.11328760548535
5464,27.267881784986525
6584,56.014100207001455
15975,43.38668779706513
14786,51.01713976694499
17082,14.674305376746117
2831,20.85715832154515
8384,26.000977678733545
1308,26.03616477402154
14355,44.17453271965647
4825,15.183467940164395
824,41.46942438098219
18601,35.4036643442455
5939,50.40488255119735
15071,31.36643404979278
4998,15.843480023340831
4326,29.592941878089782
15483,22.456966967068368
14343,35.850253304544445
15177,86.4166381317857
9509,13.09636143400143
7568,23.895764730386844
12112,31.572486671784343
13520,40.940631675634904
4418,68.6100237866159
10756,27.31758933288221
13303,27.022552156300854
5319,59.09124688141214
8169,45.096997261458554
18839,71.75418605907254
3223,17.157201776804982
11192,19.959365348627696
3072,29.243440939123424
15473,26.693183886528036
15840,77.53785481298796
10253,21.92472870732954
9765,33.45273821378453
11196,32.42025018410561
9289,26.74377258821201
9165,26.948763199820508
13682,23.898370451769303
8159,35.71450934844269
7063,29.198110464377656
6382,34.48965910660759
10309,47.347192282119536
10724,36.421093627182586
9394,40.61561745191128
13473,39.32192900914196
12558,50.769113454934384
12108,50.433894049537756
3332,68.84865849818716
17468,30.05870151886139
10368,38.58778363679365
13477,32.58744646332388
9432,50.03050591389218
10905,10.875009802754203
1243,25.63570720772103
12511,41.01318726946249
12134,64.25740020417882
10482,64.76004346045485
9084,17.738104218038632
6363,26.677606012534184
9586,32.34511431422062
10286,57.36390589037675
8743,68.01635747377243
11231,29.255485594329144
15015,26.623871506600988
3934,31.56369259133031
15369,65.84949045360943
8037,51.20586599209118
3261,21.072653680066022
12033,33.056966905631256
2357,52.400306191853495
14171,60.639814676497814
14372,66.407490240183
