x_0,x_1,x_2,y_0,y_1,y_2,f_res
2,4,3,3,3,1,31.742756663686286
9,2,9,2,1,2,67.6047190734493
8,4,2,2,2,3,35.68840610058118
5,3,0,1,2,0,0.0
2,7,2,2,1,2,26.06676374005795
5,8,9,3,1,2,75.89802258952469
9,6,3,1,3,1,40.27044192705116
6,7,6,2,2,2,58.94292926212609
9,3,3,2,1,3,38.15540198975763
7,1,5,3,2,2,43.31702485166774
0,5,4,0,3,3,50.47742896582591
1,5,4,2,2,3,46.60128625907229
0,1,1,0,1,1,3.7084869809802488
7,2,6,2,2,2,48.91088359455388
0,5,8,0,1,2,52.746633432286465
9,8,2,2,3,1,57.25049164854395
1,9,1,2,2,2,35.162892898622545
5,7,1,1,3,3,46.73258650021417
1,6,4,3,1,2,29.970728286112767
1,1,9,2,1,1,23.51233152284137
0,5,1,0,3,2,29.519923063754756
4,6,2,3,1,2,32.40792895264984
5,5,2,1,1,3,25.23211256018806
3,1,5,1,1,1,15.673958080842247
2,3,9,2,1,2,61.04925641643803
9,5,8,2,3,1,57.607091065249946
7,7,8,3,1,2,69.40781666354303
8,4,4,1,2,3,44.78364283976907
0,7,5,0,3,1,44.228919554969906
8,5,2,3,3,3,54.2138340831932
8,9,6,1,3,2,85.51165631070421
8,8,8,1,2,3,95.38058274093318
9,5,0,1,2,0,21.786889800060955
6,6,4,1,3,3,60.905405228107625
4,5,9,2,1,1,41.824724864606104
6,5,8,3,2,2,85.46456656416154
6,2,7,1,3,3,73.40154421400138
5,6,9,2,1,1,44.362705000935186
8,3,7,2,2,3,83.22260140130203
7,7,9,2,1,3,101.27500140212291
1,9,6,2,3,1,58.192470518100535
2,9,6,1,1,1,28.564922761316893
6,2,2,1,3,2,20.45717244635729
8,1,7,2,1,1,30.545152561413076
6,3,9,2,1,2,67.16529527963083
8,2,3,1,2,3,28.780894059253963
1,6,7,1,1,1,27.995697459609755
7,9,0,2,2,0,42.5552914336161
4,7,6,1,3,2,74.95373636450688
6,1,6,1,2,1,22.520049658026956
1,1,3,1,1,2,0.0
8,8,7,3,1,3,99.34790943447175
9,8,1,2,1,2,33.709415079470006
3,8,3,2,3,1,53.906323608645394
6,8,1,3,2,3,53.54671467980085
6,2,3,2,1,3,32.42025018410561
5,5,2,1,3,1,33.08881992456062
3,1,5,3,3,3,51.34113358701772
9,8,9,2,2,3,108.63485906006414
3,4,6,1,3,2,55.62132083113453
4,2,2,3,3,3,30.671506759368704
8,7,3,2,3,1,52.61208656763197
2,5,1,3,1,3,24.2993531191676
5,1,0,2,1,0,13.8399219860518
6,6,8,2,2,3,102.19495250255758
2,8,6,2,3,1,56.06067581647584
7,8,9,2,3,1,77.57696261777718
2,6,9,1,2,3,93.51017120078436
2,8,2,1,3,3,52.690203795392556
8,2,1,2,2,1,23.439575273455787
5,3,7,3,1,1,31.567804104815398
1,3,8,1,2,3,80.61785420736526
1,9,4,1,2,1,35.422414352497206
2,5,9,1,1,2,61.12266758740165
9,6,2,2,1,1,28.632953130964328
5,2,2,2,2,3,25.626978542348684
8,9,5,1,3,3,83.25381769624741
5,3,1,1,1,1,0.0
6,6,2,1,3,1,38.30573091588255
4,1,3,1,1,2,0.0
5,8,8,2,3,3,109.5936346782969
6,1,4,1,1,3,34.91184909754853
2,2,3,3,3,1,22.38270647978032
7,1,2,1,2,1,14.999990700663785
9,8,7,3,2,2,86.34863089823718
3,1,9,3,3,3,84.32701240409267
4,3,7,1,3,2,0.0
6,7,8,2,2,2,86.05134470186971
3,3,8,3,1,3,90.45629664097464
