x_0,x_1,x_2,y_0,y_1,y_2,f_res
6,6,3,3,1,2,38.40563459962613
8,9,6,2,2,2,68.01707221720147
1,9,7,3,1,2,50.42495819532228
9,7,1,2,1,2,31.840698390581824
3,2,9,3,3,2,82.94283305385704
1,8,1,1,2,2,31.67326680988243
4,1,3,1,2,2,20.745200139309336
6,5,9,3,2,1,55.41801053809131
7,9,5,3,3,3,103.3231940853553
9,2,5,3,1,3,61.91928557404389
3,4,4,3,2,2,37.22348467029921
6,8,3,3,2,2,57.3252171910408
8,1,8,2,1,2,59.69517088508919
1,9,4,3,2,3,56.28622441592614
6,6,8,3,1,3,103.43401170311436
9,8,2,2,1,2,36.67079395104502
6,9,6,2,1,3,74.089751531504
1,5,2,1,1,3,21.68590593035025
9,8,8,3,2,1,66.25347937278464
1,2,3,3,3,1,19.2027246152727
1,6,3,1,3,1,36.9876570358275
3,8,2,3,1,1,29.72051749212991
6,8,2,1,1,1,23.730945596204126
1,5,2,3,3,3,38.207506919452356
2,3,6,1,3,1,25.846487721932355
2,9,6,3,3,3,94.97263213157778
1,2,2,3,3,1,0.0
0,8,9,0,2,2,76.64106196419776
7,3,1,1,1,2,16.57573927551951
2,6,9,2,1,1,37.677344361831025
4,7,8,3,3,1,65.29381240975289
3,7,1,1,1,1,19.6298015254867
3,5,1,2,3,2,36.12451220431911
7,7,9,2,3,2,107.10889540556377
6,1,6,3,2,2,50.09737091904125
5,7,7,3,2,1,49.48481275098452
1,2,7,3,3,1,31.277273145208806
9,4,5,2,3,3,65.37343524704816
5,2,7,2,2,1,30.51361751742982
8,6,1,3,3,3,54.22193669540032
9,6,5,1,1,1,26.142685726795555
4,3,0,2,2,0,18.286504763075968
1,3,8,1,2,3,80.61785420736526
8,7,2,1,3,1,44.12707161142693
9,8,4,1,3,1,53.81756629577372
9,1,6,2,3,1,31.19834266431472
7,5,9,1,2,3,96.2903119425833
7,6,1,1,1,2,21.757143686844557
7,8,4,1,2,1,39.584163639010995
2,9,8,3,2,3,98.31388380589998
3,2,8,2,3,3,82.9499738939079
4,1,2,3,2,1,20.768924310132192
6,1,4,1,1,3,34.91184909754853
2,3,3,2,1,3,29.387761014408703
