,f_res
1746,36.034271534193664
3943,31.829502352377425
1843,81.9760892028889
12807,47.53945873692716
14900,52.413983115195514
3029,55.388844003102285
6105,27.77499571557123
2701,36.003925424875554
9886,48.96354552113235
4924,56.23971395730956
1055,15.37502018632821
4494,35.83974958059836
17434,21.0753863369097
18622,32.167014300366766
6680,66.76605087168178
3612,19.14475571063783
13279,27.49277981579891
18230,33.09754992442794
6184,53.58214062539868
14223,49.397254316409125
9584,22.11224660883647
8184,28.045619889922204
16263,22.08141080366017
15538,49.87970259534433
15034,58.47261017775758
3110,16.796865450732167
170,16.42454321830595
11859,18.472792216933527
7105,28.61023366297451
17957,45.43991934411856
