,f_res
1759,32.21625547763116
1857,73.57180243816241
12903,36.41253550633353
15012,67.5959223030502
3972,55.751596039934135
2931,13.71219882294594
4846,27.41672836061954
6401,31.595581748086236
5270,41.41678739351955
2892,95.3677661686589
35,33.2639979653679
156,73.56953468957107
11760,51.16506143844646
667,50.02582443098764
7103,59.04517423972936
5385,17.17300508035795
6549,27.770451636406637
18115,29.939419667054338
18439,34.54459318040958
19499,56.98167728314076
5551,23.971302532194613
8152,27.982554940533934
13051,34.66202191159656
11926,29.570981620500863
9164,79.54011447062419
3453,29.387761014408703
3439,25.58704021570295
18828,32.74485501571201
2518,54.83341494016217
6545,48.80162368200468
11457,14.456207512691565
10316,34.78973967996886
7519,36.88455743315894
6738,50.65680930536387
17011,48.13553163724278
