,f_res
1754,30.171159493131846
1851,36.493196933675186
3961,38.82802109301993
12866,37.488178430006435
14970,45.08892782047495
7126,13.187420642415256
2665,28.78703088128402
5260,65.11451194787533
4921,69.8936544544639
10992,75.89802258952469
2961,18.085136749275634
5393,18.28873821809476
6713,46.94354171768465
17863,39.579542064051225
18800,45.76200914514134
18021,13.867118919948728
2484,18.902416506891388
9885,36.37198765533718
1140,63.36759742171073
15315,65.1257192973713
11278,25.19470117623942
10611,29.097537576227996
16161,27.95237753751906
2440,46.79118286600586
19222,44.936372628417615
83,8.185665024297048
5965,14.293865307186854
9247,26.319822500161358
6442,40.460380435680534
15480,28.253230700222584
2202,19.7977589542352
11912,23.22376885864997
8529,39.434230105328545
13876,39.5073416215265
14789,62.36604648364365
13586,17.64352529995069
9839,23.3126093479473
8974,37.54673774111407
16898,29.263048105246998
2260,50.302958521343456
4399,35.59716317348898
18289,27.16882467093488
140,42.00941168643046
8615,65.85667851478694
10803,57.98239724261148
7394,22.269717190840122
8054,29.747959587844004
10799,39.38898904516337
10583,43.92125423983245
10857,78.02294404212135
1312,33.45569379956123
18359,33.5042224497152
1694,84.21801480680959
17743,60.15123985056334
11874,62.594278532466525
13450,33.47012893551502
10328,35.30531802717545
11089,44.627849847376694
9952,49.189859524092974
8961,62.44118644772855
5752,23.12517021256276
6780,34.59294235823255
8140,34.76182528291631
7247,48.14159188269536
14809,49.86330500478282
11701,21.414144526457275
3268,28.640557889992298
14282,33.479698639623386
7663,44.36815584402849
14387,56.94229723149567
15721,15.340906903439574
3403,21.07054708924284
9474,24.759023991466222
8775,29.40314360132263
9938,32.78371983164814
992,9.027975170546274
13337,11.747601955292833
9266,37.54905641956932
13154,26.23321166003126
10169,60.39197360576983
6236,23.50707388787469
11770,25.617165983769556
11490,28.128040777843026
8357,47.877154938446374
11812,64.16084190532415
3218,20.664010434811537
435,37.037250611242726
11583,28.35331793635447
9686,37.66357594546753
13600,32.80337789008931
9405,14.102736370648074
3460,19.533744457732624
9182,12.90354083381767
5609,36.9488310775862
17919,38.23757360241363
